genes,logFC,logCPM,PValue,FDR,Annotation
LOC105187122,1.873693986,-1.143139871,0.376980248,0.532222253,photoreceptor-specific nuclear receptor isoform X2
LOC105185122,0.30660633,4.886368129,0.377140709,0.532389394,geranylgeranyl transferase type-2 subunit beta
LOC105184859,0.960564108,-0.379436266,0.377242671,0.532473927,synaptic vesicular amine transporter
LOC105191917,0.59196381,0.957917253,0.377325214,0.532531035,"cytochrome P450 315a1, mitochondrial isoform X2"
LOC105184450,0.340118852,8.831375375,0.37744442,0.532639867,60S ribosomal protein L3
LOC105190915,0.901048302,-0.166562321,0.377614125,0.532819931,uncharacterized protein LOC105190915 isoform X1
LOC105181890,0.416034516,2.929843147,0.377659768,0.532824919,p21-activated protein kinase-interacting protein 1-like
LOC105189137,0.316207223,3.599664948,0.377771455,0.532923076,"28S ribosomal protein S14, mitochondrial"
LOC109504199,-1.21791794,-1.124083475,0.378501395,0.533893283,uncharacterized protein LOC109504199
LOC105187549,0.403709371,2.306018603,0.379010554,0.53454426,"probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial"
LOC109503574,0.676226314,6.222173981,0.379047387,0.53454426,"ornithine aminotransferase, mitochondrial"
LOC105191382,-0.324693807,6.65513483,0.379120604,0.534587934,intersectin-2 isoform X3
LOC112588969,0.952080445,-0.585629608,0.379622851,0.535236496,uncharacterized protein LOC112588969
LOC109503699,0.417463791,2.591358596,0.379993834,0.535699864,uncharacterized protein LOC109503699
LOC105191017,0.303461059,4.226167898,0.380120263,0.535818403,zinc finger CCCH domain-containing protein 15 homolog
LOC105184246,0.490152533,1.333887976,0.380243185,0.535931974,uncharacterized protein LOC105184246
LOC105186634,1.247988372,-1.060321595,0.380599196,0.536374008,myb-like protein U
LOC105186523,0.513196219,1.630956372,0.380762567,0.53654449,UPF0488 protein CG14286
LOC105192172,0.534335131,0.818894237,0.380811437,0.536553604,uncharacterized protein LOC105192172
LOC105187312,0.312980194,4.00046835,0.380866318,0.536571186,prefoldin subunit 1
LOC105187227,-0.358676623,2.786142071,0.38120481,0.536988274,condensin complex subunit 3 isoform X2
LOC105187873,0.314294179,4.047565387,0.381306314,0.537013407,cAMP-dependent protein kinase catalytic subunit-like
LOC105192052,0.497872983,1.62951382,0.381307528,0.537013407,sodium/potassium-transporting ATPase subunit beta-1 isoform X1
LOC105191406,0.917468432,-0.588062794,0.381632272,0.537410948,uncharacterized protein LOC105191406 isoform X1
LOC105182652,0.337622211,4.48817194,0.381922921,0.537760392,phosphoglycerate kinase
LOC105189467,-0.984040526,0.555689927,0.382276084,0.538197771,"cGMP-dependent protein kinase, isozyme 1"
LOC105183429,0.771351768,3.142444829,0.382378663,0.538282301,uncharacterized protein LOC105183429
LOC105186779,0.372141265,3.20936151,0.382511626,0.538409579,putative peptidyl-prolyl cis-trans isomerase dodo isoform X3
LOC105189351,0.426605124,2.331658998,0.38263967,0.538518684,uncharacterized protein LOC105189351
LOC105183805,0.381304934,7.349506176,0.382674254,0.538518684,uncharacterized protein LOC105183805 isoform X3
LOC105192440,0.399730974,3.678283543,0.382880348,0.538748796,uncharacterized protein LOC105192440 isoform X1
LOC112590508,0.524784042,1.861461943,0.382961213,0.538802667,putative uncharacterized protein DDB_G0274535 isoform X2
LOC105188124,0.344959095,3.666412434,0.383151446,0.539010383,U3 small nucleolar RNA-associated protein 6 homolog
LOC105190113,0.544727966,1.998067763,0.38343212,0.539345269,transmembrane protein 145 isoform X2
LOC105187347,0.41292358,2.163222469,0.383546922,0.539446788,uncharacterized protein LOC105187347 isoform X2
LOC112590366,0.444228629,1.850593159,0.383747928,0.539669513,putative nuclease HARBI1
LOC105188247,1.139287059,-0.843990207,0.383883617,0.539800343,protein CEPU-1 isoform X1
LOC105188301,1.096391782,-1.106055226,0.384273385,0.54023562,coiled-coil domain-containing protein 42 homolog
LOC105191520,1.268538525,-1.054500386,0.384278553,0.54023562,carboxypeptidase B
LOC105181996,-1.513361384,-0.76115417,0.384347224,0.540272137,uncharacterized protein LOC105181996
LOC112589866,0.987843754,-0.594388281,0.38474772,0.540775036,uncharacterized protein LOC112589866
LOC105182492,-0.480323597,3.508565082,0.38494905,0.540964646,homeobox protein HMX1
LOC105182541,0.348381684,3.056527627,0.384968123,0.540964646,uncharacterized protein LOC105182541 isoform X2
LOC105190837,0.477154721,7.743437416,0.385878969,0.54215595,elongation of very long chain fatty acids protein AAEL008004-like
LOC105187229,0.395657253,2.493407192,0.385901584,0.54215595,transcription elongation factor 1 homolog
LOC105191887,1.881424894,-1.140774269,0.386446349,0.542861023,coiled-coil domain-containing protein 13
LOC112588161,0.618364368,1.520782072,0.386695811,0.543151159,fatty acid synthase-like
LOC105185890,0.315439314,6.879419693,0.386912979,0.543395875,40S ribosomal protein S9
LOC112590599,-1.321607571,-0.880106283,0.387100592,0.543599034,uncharacterized protein LOC112590599
LOC105180694,0.389385529,3.093761856,0.387816644,0.544544143,tRNA (cytosine(38)-C(5))-methyltransferase isoform X1
LOC105190180,0.362249692,3.034030463,0.387907263,0.544610951,uncharacterized protein LOC105190180
LOC105184012,0.368079345,3.464480115,0.389546124,0.546851193,uncharacterized protein LOC105184012 isoform X1
LOC105180974,-0.817852191,1.00347696,0.38979612,0.547141442,60S ribosomal protein L22
LOC105187948,0.475857827,1.571299783,0.389921509,0.547256741,mediator of RNA polymerase II transcription subunit 11
LOC105190134,0.362283602,3.129097111,0.389974887,0.547270957,angiogenic factor with G patch and FHA domains 1 isoform X2
LOC105191085,0.352395574,3.125871738,0.39021696,0.547549947,separin
LOC105188458,0.317415732,4.356898219,0.390802225,0.548310384,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 isoform X2"
LOC105186846,1.827420998,-1.154051457,0.391029512,0.548568453,PCNA-associated factor
LOC105184082,-0.754829044,0.180273591,0.391266438,0.548839986,uncharacterized protein LOC105184082
LOC105184646,0.437360088,1.820784019,0.391315149,0.548847472,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 isoform X1"
LOC105186556,0.288632681,4.675200042,0.391394991,0.548898617,mitochondrial 2-oxodicarboxylate carrier isoform X2
LOC105191365,-0.513771138,2.715094632,0.39151464,0.549005569,uncharacterized protein LOC105191365
LOC105182461,0.345802806,3.087607021,0.39159602,0.549058841,"serine/threonine-protein phosphatase Pgam5, mitochondrial isoform X1"
LOC105191442,0.764423112,0.095579414,0.391795836,0.549227318,uncharacterized protein C15orf61 homolog
LOC105188294,0.430434346,2.089214675,0.391836133,0.549227318,transcription factor Adf-1-like isoform X2
LOC105186719,0.416107321,3.703425465,0.391846391,0.549227318,"transcription factor A, mitochondrial isoform X1"
LOC105186262,0.520915375,0.782342361,0.392327808,0.549841188,uncharacterized protein LOC105186262 isoform X3
LOC105187646,0.413289465,2.280682055,0.392385692,0.549861412,conserved oligomeric Golgi complex subunit 2
LOC105188731,-0.898004745,1.249499337,0.392598462,0.550098654,protein gooseberry isoform X1
LOC112589724,0.407890743,2.455874825,0.393350215,0.551090968,uncharacterized protein LOC112589724
LOC105180930,0.323092744,4.29942845,0.393647491,0.551446402,probable ATP-dependent RNA helicase DHX34
LOC105182215,0.306754463,7.311070416,0.394291047,0.552286795,60S ribosomal protein L21
LOC105190874,0.307821782,5.458012968,0.394752544,0.552872019,peroxisomal biogenesis factor 19
LOC105184720,0.319235778,4.288349925,0.395068595,0.553253431,putative polypeptide N-acetylgalactosaminyltransferase 9 isoform X1
LOC105184134,0.503087116,2.616213555,0.39536478,0.553606942,N-acetyltransferase ESCO2
LOC105186385,0.294188061,4.237230104,0.395630367,0.553917533,"39S ribosomal protein L12, mitochondrial"
LOC105181653,0.426118803,2.858212085,0.39619032,0.554640149,ribosomal oxygenase 1
LOC109503591,0.642447943,0.235985885,0.396756514,0.555371341,uncharacterized protein LOC109503591
LOC105187287,0.341796733,3.640958639,0.397983472,0.557027193,DNA helicase MCM8 isoform X1
LOC105183854,0.352007074,2.716989899,0.398119703,0.557156239,uncharacterized protein PFB0145c
LOC105191572,0.307685525,8.008908723,0.398928037,0.558225742,40S ribosomal protein S4
LOC105182330,-0.295441429,4.609489262,0.399119023,0.558431238,glutathione hydrolase 1 proenzyme isoform X2
LOC105189509,0.322968759,5.870560155,0.399600408,0.559042959,mannosyl-oligosaccharide glucosidase GCS1 isoform X1
LOC105186457,2.200479042,-0.995722889,0.39988959,0.559385681,uncharacterized protein LOC105186457
LOC105182235,0.320209471,7.051904751,0.400030852,0.559521433,protein NipSnap
LOC105189804,0.795393868,-0.231150063,0.400206258,0.559704906,uncharacterized protein LOC105189804 isoform X2
LOC105186609,0.487751299,1.420310424,0.400397354,0.55991028,trihelix transcription factor GT-2 isoform X1
LOC105192193,0.393480774,2.377180723,0.400577318,0.560100043,"tetratricopeptide repeat protein 19 homolog, mitochondrial isoform X3"
LOC105182455,0.400127084,2.970064399,0.400856632,0.560426595,ribosome biogenesis protein NOP53
LOC105185896,0.463305938,1.895734647,0.400948102,0.560426595,phosphatidylinositol N-acetylglucosaminyltransferase subunit P
LOC105187399,1.105938449,4.225658451,0.400969311,0.560426595,serine palmitoyltransferase 2
LOC105191642,1.020355286,-0.053182975,0.400988019,0.560426595,prisilkin-39 isoform X2
LOC105184375,-0.411864142,5.514622043,0.401504121,0.561085935,adenylate cyclase type 2 isoform X2
LOC105190622,0.598208068,0.843604366,0.401712647,0.561315353,uncharacterized protein LOC105190622
LOC112588572,0.973884651,0.119367373,0.401948487,0.561558175,uncharacterized protein LOC112588572
LOC112589522,0.58677952,0.427409357,0.401975182,0.561558175,uncharacterized protein LOC112589522
LOC105182943,0.323515362,4.173945297,0.40222488,0.56183302,"39S ribosomal protein L9, mitochondrial"
LOC105186429,0.445587837,1.841477465,0.402260721,0.56183302,uncharacterized protein LOC105186429
LOC105180936,0.585675438,1.172902163,0.402720677,0.562413359,uncharacterized protein LOC105180936 isoform X2
LOC105183463,0.347043453,3.207594541,0.403471653,0.563399944,probable ATP-dependent RNA helicase DDX47
LOC105185042,0.316297311,3.512386589,0.403718514,0.563682453,"39S ribosomal protein L35, mitochondrial"
LOC112590788,0.650099375,0.693804511,0.404116364,0.564175691,uncharacterized protein LOC112590788 isoform X3
LOC112589288,1.033737195,-0.524920728,0.404345529,0.564433351,putative uncharacterized protein DDB_G0293878
LOC112590063,0.405761223,3.419832967,0.404755718,0.564900275,protein ALP1-like
LOC105185483,0.317751066,3.310487435,0.404769306,0.564900275,recQ-mediated genome instability protein 1 isoform X1
LOC105184543,1.109230373,-1.091416896,0.404869813,0.564978232,uncharacterized protein LOC105184543
LOC105181632,1.572776168,-0.914786898,0.405228848,0.565416898,uncharacterized protein LOC105181632
LOC105184911,0.40319192,3.222515495,0.405377939,0.565562562,myeloid differentiation primary response protein MyD88
LOC105189075,-0.51318117,1.167128283,0.405990294,0.566354447,"twinkle protein, mitochondrial"
LOC105191212,0.550071295,2.566811044,0.406806466,0.567430448,dual oxidase maturation factor 1 isoform X1
LOC105192602,0.960319806,-0.448524599,0.407036311,0.567688469,odorant receptor 22c-like
LOC105191285,0.403725281,2.249447735,0.4071162,0.56769634,"ATP synthase subunit s, mitochondrial"
LOC112589854,0.388897865,1.990962692,0.407131681,0.56769634,MKRN2 opposite strand protein
LOC105180859,0.507483899,1.277018331,0.407194638,0.567721567,uncharacterized protein LOC105180859 isoform X1
LOC105184343,0.317482222,4.252121886,0.40724,0.56772226,inositol monophosphatase 1
LOC105189079,0.492040988,1.534200469,0.407370012,0.567840949,uncharacterized protein LOC105189079 isoform X2
LOC105180661,0.901275669,-0.450025611,0.407504169,0.567906738,uncharacterized protein LOC105180661
LOC105184492,-0.349955903,2.696902937,0.407506969,0.567906738,uncharacterized protein LOC105184492
LOC112590031,-1.057821618,-0.751871396,0.407764896,0.568203611,uncharacterized protein LOC112590031 isoform X1
LOC105186799,0.29228929,4.380344981,0.408096443,0.568602994,S-formylglutathione hydrolase isoform X1
LOC105183771,0.590298774,1.923995326,0.408224772,0.568719174,silk gland factor 1
LOC105191354,0.285923343,5.083759014,0.408338743,0.56881533,uncharacterized protein LOC105191354 isoform X2
LOC112590209,0.789256649,-0.340652849,0.409003282,0.569678319,uncharacterized protein LOC112590209
LOC112589991,0.383115835,2.72356207,0.409081399,0.569724413,piggyBac transposable element-derived protein 4-like
LOC105189352,0.410441832,2.263668315,0.409318602,0.569992031,uncharacterized protein LOC105189352 isoform X2
LOC105181066,0.489238394,0.913194008,0.409414207,0.570062431,uncharacterized protein LOC105181066
LOC105188289,0.565778385,1.044094639,0.409537212,0.570170963,excitatory amino acid transporter
LOC105184007,0.365216014,4.744864882,0.409734862,0.570367839,sodium-coupled neutral amino acid transporter 9
LOC105184309,0.418109555,2.636645093,0.40976877,0.570367839,GPN-loop GTPase 1
LOC105187645,0.346364394,3.496351782,0.410600975,0.571463346,transmembrane protein 183 isoform X1
LOC105185255,0.628496397,0.213962059,0.411975618,0.57331348,uncharacterized protein LOC105185255
LOC105189177,0.427662655,2.205283519,0.41206676,0.573358814,transmembrane protein 230 isoform X1
LOC105190045,-0.483095217,4.720380208,0.412098816,0.573358814,uncharacterized protein LOC105190045
LOC105182513,0.425190312,2.001801213,0.412267898,0.573531,"LOW QUALITY PROTEIN: uncharacterized protein LOC105182513, partial"
LOC105192441,0.352694664,2.805906312,0.412631909,0.573974297,tRNA pseudouridine synthase-like 1
LOC105187206,0.34910711,3.28504679,0.412828473,0.574184601,mitochondrial import inner membrane translocase subunit TIM44
LOC105190239,0.571741499,0.851777635,0.412974003,0.574323885,uncharacterized protein C1orf198 homolog isoform X1
LOC105182474,-1.029754083,-0.885707924,0.41428299,0.576026107,homeobox protein Nkx-2.5
LOC105186654,0.450377239,1.529318041,0.414289047,0.576026107,uncharacterized protein LOC105186654 isoform X1
LOC105181617,0.326883764,4.008585736,0.414642282,0.576453904,probable ATP-dependent RNA helicase DDX27
LOC105186571,0.893240731,-0.193483856,0.415164043,0.577115874,uncharacterized protein LOC105186571
LOC105191509,0.411623633,1.813721326,0.415231031,0.577145592,immediate early response 3-interacting protein 1
LOC105189601,1.172675996,-0.85374895,0.415565504,0.577547049,cyclin-dependent kinase-like 4
LOC105191606,0.512562662,1.143092991,0.415615617,0.577553263,arrestin homolog isoform X1
LOC105184940,0.45783218,1.570383252,0.415678738,0.577554025,uncharacterized protein LOC105184940
LOC105189269,0.413659617,2.190574063,0.415707449,0.577554025,serine/threonine-protein kinase S6KL
LOC105191198,0.394272639,3.891395522,0.415982591,0.577872841,nuclear pore complex protein DDB_G0274915
LOC105180692,-0.805043574,-0.429735291,0.416539121,0.578582441,uncharacterized protein LOC105180692
LOC105188097,0.552253773,3.378295813,0.41675636,0.578820655,box A-binding factor isoform X2
LOC105184629,1.138467048,-0.866280552,0.416958656,0.579038063,uncharacterized protein LOC105184629
LOC112589630,1.458962753,-1.285725028,0.417244437,0.579371349,odorant receptor 47a-like
LOC105189903,0.338438783,2.91211435,0.417435938,0.579540168,zinc finger protein 92-like isoform X1
LOC105189041,0.412414184,2.660359907,0.417457613,0.579540168,chromatin assembly factor 1 subunit B
LOC105190708,1.111185684,-1.107356632,0.4175127,0.579553061,uncharacterized protein LOC105190708
LOC105184257,1.612898819,-1.225059429,0.417619248,0.579637377,uncharacterized protein LOC105184257
LOC112588074,0.352202263,3.481289884,0.417791071,0.579812263,uncharacterized protein LOC112588074
LOC105186240,-0.557288687,0.549272133,0.417904045,0.579905448,ankyrin repeat and death domain-containing protein 1A isoform X1
LOC105190881,0.371948668,2.47653386,0.41807189,0.580074747,"tryptophan--tRNA ligase, mitochondrial isoform X1"
LOC105186082,0.554589891,0.084256323,0.41816263,0.580137037,probable tubulin polyglutamylase TTLL2
LOC105180749,-0.848646522,0.310158848,0.418574439,0.580644699,uncharacterized protein LOC105180749
LOC105185090,1.18603837,-0.619955954,0.418840001,0.5809494,uncharacterized protein LOC105185090
LOC112589642,0.311808214,5.250800568,0.41892328,0.581001225,histone-lysine N-methyltransferase E(z)-like isoform X1
LOC109503896,1.470139919,-1.282561719,0.419066454,0.581099527,odorant receptor 82a-like
LOC109503914,1.47015389,-1.282561719,0.419086003,0.581099527,uncharacterized protein LOC109503914
LOC105187901,0.316018403,3.890708054,0.419820393,0.582054043,GPN-loop GTPase 2 isoform X1
LOC105184268,-0.546502452,1.735542604,0.419873386,0.582063741,uncharacterized protein LOC105184268
LOC112588203,-0.973313314,-1.328013137,0.420590886,0.582994531,uncharacterized protein LOC112588203
LOC112589435,-1.006926576,-1.319999394,0.420664644,0.583009487,putative nuclease HARBI1
LOC105190628,1.432456215,-1.274707322,0.420693822,0.583009487,band 7 protein AGAP004871
LOC105182650,-0.63526897,3.572857298,0.421186439,0.583628252,uncharacterized protein LOC105182650
LOC105184600,0.322446075,3.473700464,0.421348025,0.583788231,protein pelota
LOC105188371,-0.380029284,2.296581198,0.421663733,0.58416169,protein FAM136A
LOC112589954,0.581559932,0.25517119,0.422218621,0.584866385,uncharacterized protein LOC112589954 isoform X2
LOC105190547,0.474665264,1.712056694,0.422273248,0.58487803,retinol dehydrogenase 13 isoform X1
LOC105187596,0.408238385,1.695463969,0.422611989,0.585283147,gonadal protein gdl
LOC112588403,0.757104863,-0.300170399,0.422832244,0.585524099,uncharacterized protein LOC112588403
LOC105182915,1.498880383,-1.274785127,0.42305191,0.585764183,transcription initiation factor TFIID subunit 1 isoform X1
LOC105187172,0.532272707,1.18907464,0.423329646,0.58608461,transmembrane protein 170A isoform X1
LOC105183755,0.532061787,0.826839026,0.423651221,0.586465655,uncharacterized protein LOC105183755
LOC105181213,-1.666125511,-1.388300305,0.423977834,0.586853589,trichohyalin
LOC105189107,-0.770959882,0.360496693,0.42432366,0.587268029,cytochrome P450 6k1
LOC105182438,0.318622253,3.177140291,0.42475806,0.587804953,polypeptide N-acetylgalactosaminyltransferase 1
LOC105185524,0.309296968,3.601005475,0.425160382,0.588297373,zinc finger protein 800
LOC112589166,-1.661700283,-1.373778929,0.425367252,0.58849272,uncharacterized protein LOC112589166
LOC105187664,-0.959104995,-0.720766117,0.425394572,0.58849272,meiosis-specific with OB domain-containing protein
LOC105180652,0.509526238,1.644410558,0.425578624,0.58868298,THAP domain-containing protein 4
LOC112588050,-1.63284751,-1.380192559,0.425638468,0.588701408,uncharacterized protein LOC112588050
LOC105187342,0.343883982,2.737363791,0.426331953,0.589596124,"39S ribosomal protein L19, mitochondrial isoform X1"
LOC105189725,0.329757165,2.959210742,0.42653227,0.589808692,histone acetyltransferase type B catalytic subunit
LOC105186223,1.433624701,-1.294421609,0.426646289,0.589901895,odorant receptor 4-like
LOC105182582,-0.351706319,2.477925077,0.426806903,0.590059494,germinal-center associated nuclear protein
LOC112590090,1.003406979,-0.739052013,0.427007637,0.590272519,uncharacterized protein LOC112590090
LOC105192530,0.303658448,3.641025495,0.427436119,0.590747809,ATP-dependent DNA helicase Q5 isoform X2
LOC105183275,-0.622290626,0.725367374,0.427444835,0.590747809,serine/threonine-protein kinase Aurora-2
LOC105191829,-0.888739331,0.940877248,0.427624038,0.590882475,tetraspanin-2A
LOC105192188,0.283062214,4.139742167,0.427677034,0.590882475,5-formyltetrahydrofolate cyclo-ligase
LOC105190281,0.366735566,2.744592134,0.42768236,0.590882475,uncharacterized protein C1orf50 homolog
LOC105187718,0.397108363,3.027899614,0.427786079,0.590961249,protein ALP1-like isoform X3
LOC105180775,-1.536280406,-1.18012733,0.427934068,0.591038337,protein KBP homolog
LOC105181977,0.298967227,6.856616766,0.427935297,0.591038337,bromodomain-containing protein 7 isoform X1
LOC109504671,1.416632312,-1.278810718,0.428043099,0.591121473,homeobox protein B-H1-like
LOC105181501,0.29996984,4.174796527,0.428088919,0.591121473,"transcription termination factor 5, mitochondrial isoform X2"
LOC112588886,1.397963349,-1.28827329,0.428338258,0.591401235,uncharacterized protein LOC112588886
LOC109503911,0.449785347,1.130864792,0.428872603,0.592074397,uncharacterized protein LOC109503911
LOC105188717,0.385667438,2.736827592,0.429205266,0.592469012,alkaline phosphatase isoform X1
LOC105187529,0.344539318,2.878818291,0.429788259,0.593177013,cyclin-Q isoform X1
LOC105186299,0.46638254,5.432842866,0.42981192,0.593177013,protein FAM151B isoform X1
LOC105188131,1.780888125,-1.159102826,0.429996621,0.593347621,proton-coupled amino acid transporter-like protein pathetic
LOC105188818,0.593553604,2.320035032,0.4300879,0.593347621,leucine-rich repeats and immunoglobulin-like domains protein 1
LOC105182631,0.311396636,9.542452365,0.430116101,0.593347621,spondin-1 isoform X1
LOC105186241,-1.313041635,-1.268250444,0.430123101,0.593347621,uncharacterized protein LOC105186241
LOC112588162,1.408733504,-1.285110038,0.430322359,0.593557786,fatty acid synthase-like
LOC105187904,0.283144648,3.563448374,0.430964603,0.594336749,signal recognition particle receptor subunit beta
LOC105184602,0.522693077,1.685488962,0.430984769,0.594336749,transmembrane protein 223
LOC105188884,0.486365532,1.218356966,0.431028003,0.594336749,protein lev-9
LOC105183587,1.277916679,-1.021044164,0.431476984,0.594891018,homeobox protein onecut
LOC105183029,1.292411379,-1.020617596,0.431926323,0.595445658,homeobox protein goosecoid
LOC105191976,0.327412458,6.744699355,0.432009118,0.595494922,protein CREG1
LOC109504649,1.41995007,-0.99033361,0.432440037,0.596023987,LOW QUALITY PROTEIN: uncharacterized protein LOC109504649
LOC105184079,-0.625450137,0.621770671,0.432644553,0.596240925,organic cation transporter protein
LOC105191762,0.318650235,6.680697199,0.432709075,0.596264907,protein transport protein Sec61 subunit alpha
LOC109503973,1.270543477,-1.043100779,0.432839916,0.596380259,uncharacterized protein LOC109503973
LOC105187688,1.469973402,-1.264683959,0.433201276,0.596813167,uncharacterized protein LOC105187688
LOC112588059,1.473844724,-1.263746605,0.433673518,0.597398726,uncharacterized protein LOC112588059
LOC105183858,0.270856718,4.755562212,0.433852089,0.597579659,ubiquitin-conjugating enzyme E2 G2 isoform X1
LOC112590592,1.468082896,-1.269548869,0.434246542,0.598055557,uncharacterized protein LOC112590592
LOC105184437,0.283635927,7.744520761,0.434292122,0.598055557,60S ribosomal protein L10a
LOC105187187,1.205310809,-1.328569236,0.434731961,0.598596108,ornithine decarboxylase isoform X1
LOC105185198,1.457956638,-1.267854,0.434926547,0.598755502,L-lactate dehydrogenase
LOC112589227,1.298161,-1.030054673,0.434942356,0.598755502,uncharacterized protein LOC112589227
LOC105189143,0.286157433,4.380314405,0.43582073,0.599899436,DTW domain-containing protein 2
LOC112589080,1.19222422,-1.331810604,0.435910574,0.599957843,histone-lysine N-methyltransferase SETMAR-like
LOC112588652,-0.721991292,-0.08311768,0.43636589,0.600519192,uncharacterized protein LOC112588652
LOC112589804,1.486085481,-1.281626589,0.43653225,0.60064471,probable ATP-dependent RNA helicase DDX46
LOC105183899,0.375143721,3.111806552,0.436552031,0.60064471,transmembrane protein 231-like isoform X1
LOC105183831,0.274702642,4.283526395,0.437016837,0.601200681,uncharacterized protein LOC105183831 isoform X2
LOC105188186,0.296075694,8.133928306,0.437051135,0.601200681,ATP-citrate synthase
LOC105187340,0.297135059,7.104113688,0.437410229,0.60155393,ski oncogene isoform X2
LOC105183174,0.280235415,4.396872146,0.437480063,0.60155393,SUMO-activating enzyme subunit 1
LOC105180761,1.433739406,-1.278270922,0.437489166,0.60155393,uncharacterized protein LOC105180761
LOC105180593,1.433739147,-1.278270922,0.437498089,0.60155393,uncharacterized protein LOC105180593
LOC105188201,-1.180164962,-1.125600621,0.437807512,0.601913979,chymotrypsin-2
LOC105191190,0.575194066,0.6685454,0.43826104,0.602472048,forkhead box C1-A
LOC105184681,-0.391617249,1.8158387,0.438351002,0.60253026,non-structural maintenance of chromosomes element 1 homolog
LOC105191103,-0.985974416,-1.325439234,0.43887706,0.603187827,uncharacterized aarF domain-containing protein kinase 2
LOC105182886,0.982568449,-0.753629596,0.439039043,0.603344923,Bardet-Biedl syndrome 4 protein
LOC105182649,1.140924186,-0.140042724,0.439349232,0.603705634,protein takeout
LOC112590424,1.389681486,-1.284357638,0.440279927,0.604895795,cilia- and flagella-associated protein 251-like
LOC105187381,0.932467094,-0.016719488,0.440313279,0.604895795,uncharacterized protein LOC105187381 isoform X1
LOC105181894,0.726787805,-0.261169709,0.440358785,0.604895795,tRNA-dihydrouridine(20a/20b) synthase
LOC105186438,0.396239321,2.493615163,0.440464938,0.604949638,uncharacterized protein LOC105186438
LOC105191260,-1.001269568,-1.324678088,0.440493596,0.604949638,retinal homeobox protein Rx1
LOC105183820,0.309943814,3.098773107,0.440797967,0.60530195,THO complex subunit 6 homolog isoform X1
LOC105183976,0.339970253,3.651265217,0.441187791,0.605771518,ribonucleoside-diphosphate reductase large subunit
LOC105187447,0.276005144,5.934061226,0.441323271,0.605891794,E3 ubiquitin-protein ligase Bre1 isoform X1
LOC105183209,0.323813701,3.051843021,0.44190956,0.606630893,protein canopy 4
LOC105180583,-0.505775353,3.618620104,0.442307862,0.607071616,UDP-glucuronosyltransferase 2B9
LOC112589403,-0.636109358,0.117519425,0.442353113,0.607071616,histone-lysine N-methyltransferase SETMAR-like
LOC105183581,0.36492797,3.138835977,0.442374535,0.607071616,nucleolar protein 8
LOC112590721,0.680680326,-0.188190496,0.442769274,0.60754743,uncharacterized protein LOC112590721
LOC105189652,0.290426049,3.422588321,0.443501429,0.608486076,steroid receptor RNA activator 1
LOC112589749,0.702695083,0.25916885,0.443668712,0.608649597,putative nuclease HARBI1 isoform X1
LOC105185439,1.352356716,-1.059328353,0.443899574,0.608900293,odorant receptor 9a-like isoform X2
LOC105184098,1.012913826,-0.715798509,0.443989856,0.608958123,calcium and integrin-binding family member 3
LOC105187263,1.323431898,-1.023038629,0.44424836,0.609246641,uncharacterized protein LOC105187263
LOC105189744,0.28115619,5.147877044,0.444308108,0.609262549,"short-chain specific acyl-CoA dehydrogenase, mitochondrial isoform X1"
LOC105181146,0.837143595,1.772856267,0.444396759,0.609318083,uncharacterized protein LOC105181146 isoform X1
LOC112589720,0.620760517,0.076633613,0.444683766,0.609645545,histone-lysine N-methyltransferase SETMAR-like
LOC112589138,1.846025695,-1.144939745,0.444828131,0.609777399,uncharacterized protein LOC112589138
LOC105182434,0.292955375,7.258643063,0.444949509,0.609877717,60S ribosomal protein L35
LOC105187751,0.384871211,8.604819262,0.445169857,0.610113654,glyceraldehyde-3-phosphate dehydrogenase 2
LOC105186599,0.558635908,0.427116499,0.445454457,0.610413601,cilia- and flagella-associated protein 36 isoform X1
LOC105185139,0.268041406,5.799988484,0.445485191,0.610413601,60S ribosomal protein L30
LOC105183437,0.372973527,2.425874913,0.445710179,0.610655761,"39S ribosomal protein L22, mitochondrial"
LOC105192262,0.428808417,1.944728842,0.446030769,0.611028835,lys-63-specific deubiquitinase BRCC36 isoform X1
LOC105189175,0.300703312,4.895139346,0.446109824,0.61107098,putative uncharacterized protein DDB_G0282133 isoform X1
LOC105180865,1.171840923,-0.608493453,0.44654733,0.61160406,calponin homology domain-containing protein DDB_G0272472
LOC105188306,-1.692292957,-1.391694445,0.446650659,0.611679376,odorant receptor 4-like
LOC112590233,0.256542652,3.844822223,0.4469904,0.612078403,transducin beta-like protein 2
LOC105190552,-0.686397027,6.465442828,0.447224797,0.612333108,probable salivary secreted peptide
LOC112588192,-1.990789772,-1.32421214,0.447669911,0.612776718,uncharacterized protein LOC112588192
LOC105188257,1.250995623,-1.043774204,0.447675551,0.612776718,uncharacterized protein LOC105188257 isoform X1
LOC112589920,1.129140341,-0.83128616,0.44769407,0.612776718,putative nuclease HARBI1 isoform X3
LOC105187487,0.927791792,-0.533971491,0.447869986,0.612951201,uncharacterized protein LOC105187487
LOC105191363,0.475230681,1.774104295,0.448021349,0.613092047,forkhead box protein A1 isoform X1
LOC105182783,0.372847934,2.302959166,0.448199475,0.61326948,actin-related protein 6
