Protein	GO.term
LOC105183589	GO:0009987
LOC105183589	GO:0007043
LOC112588986	GO:0008150
LOC112588986	GO:0009987
LOC112588986	GO:0008152
LOC112588989	GO:0009987
LOC112588989	GO:0008150
LOC112588990	GO:0008150
LOC112588990	GO:0009987
LOC109504491	GO:0009987
LOC109504491	GO:0008150
LOC105188871	GO:0008150
LOC105188871	GO:0009987
LOC109504360	GO:0051716
LOC109504360	GO:0030010
LOC109504360	GO:0048585
LOC105188776	GO:0043170
LOC105188776	GO:0008152
LOC105188776	GO:0009987
LOC105188776	GO:0008150
LOC105188778	GO:0008150
LOC105188778	GO:0009987
LOC112588998	GO:0008150
LOC112588998	GO:0009987
LOC112588999	GO:0008150
LOC112588999	GO:0009987
LOC105185530	GO:0008152
LOC105185530	GO:0008150
LOC105185530	GO:0043170
LOC105185530	GO:0009987
LOC105185530	GO:0033037
LOC105185535	GO:0008150
LOC105188780	GO:0008152
LOC105188601	GO:0030154
LOC105188601	GO:0009987
LOC105188601	GO:0008152
LOC105188601	GO:0034613
LOC105188601	GO:0008150
LOC105188601	GO:0070727
LOC105188601	GO:0040011
LOC105188601	GO:0045104
LOC105188601	GO:0006620
LOC105188601	GO:0007009
LOC105188601	GO:0032886
LOC105188601	GO:0031581
LOC105188601	GO:0042062
LOC105188601	GO:0010632
LOC105188601	GO:1901078
LOC105188601	GO:0043001
LOC105188601	GO:0042060
LOC105188601	GO:0051893
LOC105188601	GO:0007163
LOC105188601	GO:0048790
LOC105188601	GO:0019886
LOC105188601	GO:0030011
LOC105188601	GO:0090324
LOC105188601	GO:1904025
LOC105188601	GO:0017158
LOC105188601	GO:0000281
LOC105188601	GO:0043170
LOC105188601	GO:0048384
LOC105188601	GO:0035357
LOC105188601	GO:0016192
LOC105188601	GO:0006888
LOC105188601	GO:0042981
LOC105188601	GO:0018149
LOC105188601	GO:0034332
LOC105188601	GO:0045109
LOC105188601	GO:0006886
LOC105188601	GO:0008090
LOC105188601	GO:0001707
LOC105188601	GO:0071709
LOC105185050	GO:0009987
LOC105185050	GO:0043170
LOC105185050	GO:0008150
LOC105185050	GO:0008152
LOC112589001	GO:0009987
LOC112589001	GO:0008150
LOC105189421	GO:0009987
LOC105189421	GO:0008150
LOC105189421	GO:0008152
LOC105189421	GO:0046957
LOC105189248	GO:0036376
LOC105189406	GO:0009987
LOC105189402	GO:0009987
LOC105189402	GO:0032502
LOC105189402	GO:0008150
LOC105189402	GO:0009653
LOC105189307	GO:0032502
LOC105189307	GO:0042332
LOC105189628	GO:0008150
LOC105189628	GO:0009987
LOC109504691	GO:0009987
LOC109504691	GO:0008152
LOC109504691	GO:0008150
LOC105192100	GO:0009987
LOC105192100	GO:0008150
LOC105192105	GO:0008150
LOC105192105	GO:0008152
LOC105192105	GO:0009987
LOC105192099	GO:0008150
LOC105192101	GO:0030154
LOC105192101	GO:0008152
LOC105192101	GO:0043170
LOC105192101	GO:0008150
LOC105192101	GO:0009987
LOC105192101	GO:0060297
LOC105192101	GO:0051497
LOC105192101	GO:0007026
LOC105192101	GO:0071802
LOC105192101	GO:0007015
LOC105186076	GO:0008150
LOC105186072	GO:0008152
LOC105186095	GO:0009987
LOC105186095	GO:0008150
LOC105186080	GO:1903506
LOC105186080	GO:0019438
LOC105186080	GO:0051171
LOC105186080	GO:1901362
LOC105186080	GO:0048146
LOC105186080	GO:0051252
LOC105186080	GO:0030154
LOC105183370	GO:0032879
LOC105183370	GO:0098660
LOC105183370	GO:0008150
LOC105183370	GO:0007628
LOC105183370	GO:0030073
LOC105183370	GO:0035774
LOC105183370	GO:1901386
LOC105183370	GO:0017156
LOC105183370	GO:0030252
LOC105183370	GO:0042045
LOC105183370	GO:1904646
LOC105183370	GO:0008542
LOC105183370	GO:0007520
LOC105183370	GO:0050885
LOC105183370	GO:0045762
LOC105183370	GO:0060372
LOC105183370	GO:0032793
LOC105183370	GO:0048741
LOC105183370	GO:0032355
LOC105183370	GO:0007528
LOC105183370	GO:0030644
LOC105183370	GO:0035249
LOC105183370	GO:0043113
LOC105183370	GO:0007270
LOC105183370	GO:0007416
LOC105183370	GO:0007507
LOC105183370	GO:0017158
LOC105183370	GO:0007214
LOC105183370	GO:0098911
LOC105183370	GO:0043501
LOC105183370	GO:0031335
LOC105183370	GO:0070509
LOC105183370	GO:0060402
LOC105183370	GO:0042593
LOC105183370	GO:0007274
LOC105183370	GO:1904645
LOC105183370	GO:0008217
LOC105183370	GO:0010881
LOC105183370	GO:0071313
LOC105183370	GO:0086091
LOC105183370	GO:0002520
LOC105183370	GO:0060083
LOC105183370	GO:0048266
LOC105186080	GO:0006366
LOC105186080	GO:0045670
LOC105186080	GO:0034121
LOC105186080	GO:0048863
LOC105186080	GO:0080090
LOC105186080	GO:0010629
LOC105183370	GO:0098655
LOC105183370	GO:0006811
LOC105183370	GO:0007188
LOC105183370	GO:0008152
LOC105183370	GO:0019233
LOC105183370	GO:1901016
LOC105186255	GO:0032502
LOC105183370	GO:0009987
LOC105183370	GO:0007029
LOC105183370	GO:0045471
LOC105183370	GO:0007269
LOC105183370	GO:0033574
LOC105182467	GO:0042325
LOC105182467	GO:0042327
LOC105183370	GO:0048813
LOC105183370	GO:0046620
LOC105187310	GO:0009987
LOC105187351	GO:0008150
LOC105187306	GO:0008150
LOC105183370	GO:0098662
LOC105183370	GO:0034765
LOC105183370	GO:0061577
LOC105183370	GO:0060314
LOC105183370	GO:0050908
LOC105183370	GO:0014051
LOC105183370	GO:0021702
LOC105183370	GO:0098903
LOC105183370	GO:0045887
LOC105183370	GO:0002074
LOC105183370	GO:0060024
LOC105183370	GO:0032353
LOC105187352	GO:0009987
LOC105187352	GO:0008150
LOC112589014	GO:0008150
LOC105186235	GO:0006833
LOC105183682	GO:0008150
LOC105183370	GO:0050883
LOC105183370	GO:0021750
LOC105187319	GO:0032501
LOC105187319	GO:0010628
LOC105187319	GO:0030324
LOC105187319	GO:0031326
LOC105187319	GO:0051254
LOC105187319	GO:1900087
LOC105187319	GO:0048518
LOC105187319	GO:0009893
LOC105187319	GO:0010604
LOC105187319	GO:0051171
LOC105183665	GO:0009987
LOC105183665	GO:0008150
LOC105183665	GO:0009853
LOC105183665	GO:0035499
LOC105183665	GO:0019516
LOC105183665	GO:0009854
LOC105183665	GO:0006625
LOC105183665	GO:0046296
LOC105183665	GO:0050665
LOC105183665	GO:0018924
LOC112589018	GO:0022008
LOC112589018	GO:0032502
LOC112589018	GO:0035239
LOC112589018	GO:0051716
LOC112589018	GO:0048592
LOC112589018	GO:0007423
LOC112589018	GO:0009880
LOC112589018	GO:0060562
LOC112589018	GO:0007389
LOC112589018	GO:0090596
LOC112589018	GO:0008150
LOC112589018	GO:0009952
LOC112589018	GO:0007399
LOC112589018	GO:0030182
LOC112589018	GO:0007275
LOC112589018	GO:0001654
LOC112589018	GO:0009887
LOC112589018	GO:0003002
LOC112589018	GO:0051301
LOC112589018	GO:0050768
LOC112589018	GO:0050767
LOC112589018	GO:0048513
LOC112589018	GO:0016192
LOC112589018	GO:0009790
LOC112589018	GO:0009987
LOC112589018	GO:0009798
LOC112589018	GO:0048880
LOC112589018	GO:0048731
LOC112589018	GO:0035282
LOC112589018	GO:0035295
LOC105181171	GO:0043170
LOC105181171	GO:2000815
LOC105181171	GO:1990831
LOC105181171	GO:0010467
LOC105183671	GO:0008150
LOC105183671	GO:0009987
LOC112589020	GO:0009987
LOC112589020	GO:0008150
LOC105190051	GO:0009987
LOC105190051	GO:0008150
LOC112589022	GO:0008150
LOC105187355	GO:0009987
LOC105187355	GO:0008150
LOC105187357	GO:0008150
LOC105182471	GO:0035329
LOC105182471	GO:0030950
LOC105182471	GO:0050829
LOC105182471	GO:0001658
LOC105182471	GO:0060269
LOC105182471	GO:1902463
LOC105182471	GO:0045089
LOC105182471	GO:0022407
LOC105182471	GO:0051491
LOC105182471	GO:0007009
LOC112589024	GO:0008150
LOC109504110	GO:0008150
LOC109504110	GO:0008152
LOC109504110	GO:0009987
LOC105186232	GO:0008150
LOC105186232	GO:0032502
LOC105186232	GO:0009987
LOC105186232	GO:0070593
LOC105186232	GO:0007156
LOC105186232	GO:0050770
LOC105186232	GO:0007626
LOC105186232	GO:0010842
LOC105186232	GO:0060219
LOC105186232	GO:0001709
LOC105186232	GO:0045216
LOC105186232	GO:0007416
LOC105186232	GO:0048731
LOC105186232	GO:0022008
LOC105186232	GO:0051592
LOC105186232	GO:0035995
LOC105186232	GO:0007162
LOC105186232	GO:0060060
LOC105186232	GO:0032989
LOC105186232	GO:0030154
LOC105186232	GO:0048666
LOC105186232	GO:0007399
LOC105186232	GO:0007411
LOC105186232	GO:0007417
LOC105186232	GO:0048842
LOC105186232	GO:0007420
LOC105183685	GO:0008150
LOC105187340	GO:0009987
LOC105187340	GO:0010467
LOC105187340	GO:0043170
LOC105187340	GO:0008152
LOC105187340	GO:1903507
LOC105187340	GO:0008150
LOC105187340	GO:0002260
LOC105187340	GO:0060395
LOC105187340	GO:0035019
LOC105187340	GO:1902679
LOC112589025	GO:0008150
LOC105190039	GO:0046579
LOC105183645	GO:0051668
LOC105183646	GO:0008152
LOC105190052	GO:0008152
LOC105190052	GO:0008150
LOC105185657	GO:0008150
LOC105185657	GO:0009987
LOC105187130	GO:0008150
LOC105187130	GO:0009987
LOC112589027	GO:0008150
LOC105185665	GO:0009987
LOC105185665	GO:0008150
LOC105185665	GO:0032879
LOC105185665	GO:0051716
LOC105187122	GO:0006366
LOC105187122	GO:1901362
LOC105187122	GO:0018130
LOC105187122	GO:0048384
LOC109504203	GO:0008150
LOC109504203	GO:0009987
LOC112589029	GO:0008150
LOC112589029	GO:0009987
LOC112589029	GO:0003352
LOC112589029	GO:0090660
LOC105187123	GO:0008152
LOC105192434	GO:0043170
LOC105192434	GO:0001678
LOC105192434	GO:0046626
LOC105186773	GO:0097498
LOC105186771	GO:0007632
LOC105186771	GO:0008152
LOC105192404	GO:0008150
LOC105187133	GO:0008150
LOC105187133	GO:0009987
LOC105187133	GO:0008152
LOC105186425	GO:0048675
LOC112589032	GO:0008150
LOC112589032	GO:0008152
LOC112589032	GO:0009987
LOC105186417	GO:0008150
LOC105186417	GO:0019219
LOC105186417	GO:1903506
LOC105186417	GO:0031326
LOC105186417	GO:0019438
LOC105186417	GO:0006355
LOC105186417	GO:0018130
LOC105186417	GO:1902679
LOC105186417	GO:0009987
LOC105186417	GO:0043170
LOC105186417	GO:0008152
LOC105186417	GO:1901362
LOC105186417	GO:1903507
LOC105186417	GO:2000495
LOC105186417	GO:0035217
LOC105186417	GO:0010556
LOC105186417	GO:0051173
LOC105186417	GO:2001141
LOC109504352	GO:1901362
LOC109504352	GO:0043170
LOC109504352	GO:0009987
LOC109504352	GO:0008150
LOC109504352	GO:0010556
LOC109504352	GO:0018130
LOC109504352	GO:0010467
LOC109504352	GO:0008152
LOC109504352	GO:0019438
LOC109504352	GO:0019219
LOC109504352	GO:0031326
LOC112589033	GO:0009987
LOC112589033	GO:0008150
LOC105188699	GO:0009987
LOC105188699	GO:0008150
LOC112589036	GO:0008150
LOC112589036	GO:0009987
LOC112589037	GO:0040011
LOC112589037	GO:0009987
LOC112589037	GO:0070727
LOC112589037	GO:0016192
LOC112589037	GO:0034613
LOC112589037	GO:0051640
LOC112589037	GO:0006886
LOC112589037	GO:0008150
LOC112589038	GO:0009987
LOC112589038	GO:0008150
LOC112589038	GO:0016192
LOC112589038	GO:0090649
LOC112589040	GO:0008150
LOC112589040	GO:0009987
LOC105187079	GO:0008150
LOC105187624	GO:0030154
LOC105187624	GO:0048731
LOC105187624	GO:1902679
LOC105187624	GO:1903506
LOC105187624	GO:1903507
LOC105187624	GO:2001141
LOC105187624	GO:0006355
LOC105187624	GO:0051171
LOC105187624	GO:0048518
LOC105185766	GO:0030154
LOC105188731	GO:0008152
LOC105188731	GO:0051171
LOC105188731	GO:1901362
LOC105188731	GO:0006355
LOC105188731	GO:0018130
LOC105188731	GO:0045471
LOC105188731	GO:2000597
LOC105188731	GO:0021538
LOC105188731	GO:0071333
LOC105188731	GO:0050768
LOC105188731	GO:0023019
LOC105188731	GO:0006338
LOC105188731	GO:0071300
LOC105188731	GO:0051252
LOC105188731	GO:0048856
LOC105188731	GO:0051591
LOC105188731	GO:0048066
LOC105185776	GO:0050728
LOC105188721	GO:0008150
LOC105188695	GO:0007623
LOC105188695	GO:0035690
LOC105188732	GO:0009161
LOC105188732	GO:0051173
LOC105188732	GO:0009987
LOC105188732	GO:0008150
LOC105188732	GO:0042325
LOC105188732	GO:0008152
LOC105188732	GO:0009156
LOC112589043	GO:0010467
LOC112589043	GO:1901362
LOC112589043	GO:0018130
LOC112589043	GO:0008150
LOC105182604	GO:0031326
LOC105182604	GO:0006355
LOC105182604	GO:0010467
LOC105182604	GO:0018130
LOC112589045	GO:0008150
LOC105181748	GO:0008152
LOC105181748	GO:0032502
LOC105181748	GO:0006468
LOC105181748	GO:0009653
LOC105181748	GO:0032989
LOC105181748	GO:0043170
LOC105181748	GO:0040011
LOC105181748	GO:0009987
LOC105181748	GO:0022008
LOC105181748	GO:0008150
LOC105181748	GO:0030154
LOC105181748	GO:0032268
LOC105181748	GO:0018130
LOC105181748	GO:0042325
LOC105181748	GO:0010966
LOC105181748	GO:2000546
LOC105181748	GO:0007528
LOC105181748	GO:0016339
LOC105181748	GO:0090272
LOC105181748	GO:0045944
LOC105181748	GO:0048489
LOC105181748	GO:0007267
LOC105181748	GO:0021837
LOC105181748	GO:0007037
LOC105181748	GO:0009791
LOC105181748	GO:0070640
LOC105181751	GO:0008152
LOC112589047	GO:0008150
LOC112589047	GO:0008152
LOC112589047	GO:0009987
LOC105181756	GO:0008150
LOC105181756	GO:0009987
LOC105181756	GO:0008152
LOC105185753	GO:0009987
LOC105185753	GO:0008152
LOC105185753	GO:0043170
LOC105185753	GO:0008150
LOC105185753	GO:0043966
LOC105185753	GO:0010467
LOC105185753	GO:0006325
LOC105185753	GO:0043984
LOC105182005	GO:0060444
LOC105182005	GO:0007588
LOC105182005	GO:0042472
LOC105182005	GO:0098658
LOC105182005	GO:0050910
LOC105182005	GO:0051452
LOC105182005	GO:0040040
LOC105182005	GO:0070294
LOC105189264	GO:0032869
LOC112589048	GO:0009987
LOC112589048	GO:0008150
LOC112589048	GO:0008152
LOC105189264	GO:0055085
LOC105189264	GO:0015711
LOC112589049	GO:0008150
LOC112589052	GO:0009987
LOC112589052	GO:0008150
LOC112589053	GO:0009987
LOC112589053	GO:0008150
LOC112589053	GO:0008152
LOC112589054	GO:0008150
LOC112589055	GO:0008150
LOC112589055	GO:0009987
LOC112589056	GO:0008150
LOC112589056	GO:0009987
LOC105181765	GO:0008150
LOC109503694	GO:0009987
LOC109503694	GO:0008150
LOC109503693	GO:0009987
LOC109503693	GO:0008150
LOC112589059	GO:0009987
LOC112589059	GO:0008150
LOC112589060	GO:0009987
LOC112589060	GO:0008150
LOC112589061	GO:0008150
LOC112589062	GO:0009987
LOC112589062	GO:0008150
LOC112589065	GO:0009987
LOC112589065	GO:0008150
LOC112589066	GO:0009987
LOC112589063	GO:0008150
LOC112589063	GO:0009987
LOC112589063	GO:0008152
LOC105190413	GO:0008150
LOC105190413	GO:0009987
LOC112589067	GO:0008150
LOC112589067	GO:0009987
LOC105188678	GO:0008150
LOC105185220	GO:0009987
LOC105185220	GO:0008150
LOC105185233	GO:0008152
LOC105185233	GO:0018130
LOC105185233	GO:0008150
LOC105185233	GO:0009987
LOC105185221	GO:0050729
LOC105185221	GO:0042482
LOC105190346	GO:0048598
LOC105190346	GO:0040011
LOC105190346	GO:0050767
LOC105190346	GO:0001654
LOC105190346	GO:0030154
LOC105190346	GO:0048812
LOC105190346	GO:0003002
LOC105190346	GO:0035295
LOC105190346	GO:1901362
LOC105190346	GO:0007423
LOC105190346	GO:0030097
LOC105190346	GO:0009790
LOC105190346	GO:0030182
LOC105190346	GO:0007507
LOC105190346	GO:0002520
LOC105190346	GO:0009887
LOC105190346	GO:0009987
LOC105190346	GO:0048731
LOC105190346	GO:0048749
LOC105190346	GO:0090596
LOC105190346	GO:0048880
LOC105190346	GO:0001568
LOC105190346	GO:0008152
LOC105190346	GO:0031175
LOC105190346	GO:0007409
LOC105190346	GO:0048732
LOC105190346	GO:0003007
LOC105190346	GO:0007417
LOC105190346	GO:0008150
LOC105190346	GO:0022008
LOC105190346	GO:0035239
LOC105190346	GO:0061564
LOC105190346	GO:0032989
LOC105190346	GO:0055123
LOC105190346	GO:0019219
LOC105190346	GO:0031326
LOC105190346	GO:0048699
LOC105190346	GO:0007399
LOC105190346	GO:0048513
LOC105190346	GO:0048666
LOC105190346	GO:0007275
LOC105190346	GO:0007389
LOC105190346	GO:0001944
LOC105190346	GO:0032502
LOC105190346	GO:0048534
LOC105190346	GO:0001655
LOC105190346	GO:0045967
LOC105190346	GO:1903849
LOC105190346	GO:0060354
LOC105190346	GO:0003332
LOC105190346	GO:0048103
LOC105190346	GO:0046427
LOC105190346	GO:0008356
LOC105190346	GO:0002437
LOC105190346	GO:0045955
LOC105190346	GO:0060250
LOC105190346	GO:2000048
LOC105190346	GO:0060271
LOC105190346	GO:0046579
LOC105190346	GO:0070374
LOC105190346	GO:0045070
LOC105190346	GO:0042060
LOC105190346	GO:0036335
LOC105190346	GO:0048568
LOC105190346	GO:0009653
LOC105190346	GO:0061458
LOC105190346	GO:0048608
LOC105190346	GO:0035282
LOC105190346	GO:0048856
LOC105190346	GO:0010556
LOC105190346	GO:1902679
LOC105190346	GO:1903506
LOC105190346	GO:0051716
LOC105190346	GO:0006355
LOC105190346	GO:0009791
LOC105190346	GO:1903507
LOC105190346	GO:0018130
LOC105190346	GO:0035924
LOC105190346	GO:0030335
LOC105190346	GO:0016485
LOC105190346	GO:0031960
LOC105190346	GO:0007166
LOC105190346	GO:0048736
LOC105190346	GO:0035107
LOC105190346	GO:0048259
LOC105190346	GO:0030513
LOC112589069	GO:0008150
LOC112589069	GO:0009987
LOC105190360	GO:0034613
LOC105190360	GO:0009799
LOC105190360	GO:0032989
LOC105190360	GO:0070727
LOC105190360	GO:0008150
LOC105190360	GO:0016192
LOC105190360	GO:0051640
LOC105190360	GO:0009987
LOC105190360	GO:0006886
LOC105190360	GO:0034622
LOC105190135	GO:1901800
LOC105190135	GO:0000185
LOC105190135	GO:1900744
LOC105190135	GO:0032088
LOC105190135	GO:0044257
LOC105190135	GO:0048147
LOC105190135	GO:0051142
LOC105190394	GO:0009987
LOC105190394	GO:0008150
LOC105190394	GO:0008152
LOC105190394	GO:1901673
LOC105190394	GO:0072423
LOC105190394	GO:0042770
LOC105190394	GO:0019827
LOC105190394	GO:0010165
LOC105190394	GO:0007126
LOC112589071	GO:0008150
LOC112589073	GO:0008150
LOC112589073	GO:0009987
LOC112589073	GO:0008152
LOC112589072	GO:0009987
LOC112589072	GO:0008150
LOC112589074	GO:0009987
LOC112589074	GO:0008152
LOC112589074	GO:0008150
LOC109503914	GO:0009987
LOC109503914	GO:0008150
LOC112589075	GO:0008150
LOC112589075	GO:0009987
LOC105183597	GO:0009987
LOC105183597	GO:0008150
LOC112589080	GO:0043170
LOC112589080	GO:0051716
LOC112589080	GO:0008150
LOC112589080	GO:2000373
LOC112589080	GO:0051054
LOC112589080	GO:0051129
LOC112589080	GO:0009987
LOC105190353	GO:0009987
LOC105190353	GO:0008150
LOC105190353	GO:0043170
LOC105190353	GO:0008152
LOC112589082	GO:0043170
LOC112589082	GO:0071704
LOC112589082	GO:0009987
LOC112589082	GO:0008150
LOC112589082	GO:0008152
LOC105180668	GO:0008152
LOC105180668	GO:0009987
LOC105180668	GO:0010556
LOC105180668	GO:0031326
LOC105180668	GO:0019219
LOC105180668	GO:0008150
LOC105180668	GO:0043170
LOC105188954	GO:1901362
LOC105188954	GO:0018130
LOC112589084	GO:0008150
LOC112589086	GO:0008150
LOC105188820	GO:0007275
LOC105188820	GO:0008150
LOC105188820	GO:0008152
LOC105188820	GO:0048856
LOC105188820	GO:0032501
LOC105188820	GO:0009987
LOC105188820	GO:0016525
LOC105188820	GO:0033599
LOC105188986	GO:0008152
LOC105188986	GO:0009987
LOC105188986	GO:0008150
LOC105188986	GO:0043170
LOC105188986	GO:0048863
LOC105188986	GO:0031061
LOC105188986	GO:0051574
LOC105188986	GO:1990830
LOC105188986	GO:0002457
LOC105182098	GO:0009611
LOC112589089	GO:0009987
LOC112589089	GO:0008150
LOC105189260	GO:0009987
LOC105189260	GO:0008150
LOC105189260	GO:0008152
LOC105189115	GO:0010467
LOC105189115	GO:0043170
LOC105189115	GO:0009987
LOC105189115	GO:0032502
LOC105189115	GO:0040011
LOC105189115	GO:0008152
LOC105189115	GO:0008150
LOC105189115	GO:0030154
LOC105189050	GO:0009987
LOC105189050	GO:0007229
LOC105189050	GO:0036498
LOC105189050	GO:0048260
LOC105189050	GO:0010812
LOC105189050	GO:0034461
LOC105189050	GO:0036090
LOC105189050	GO:0006909
LOC112589091	GO:0008150
LOC112589091	GO:0009987
LOC105182105	GO:0008152
LOC105182105	GO:0008150
LOC105182105	GO:0009987
LOC105182105	GO:0035814
LOC105188844	GO:0009653
LOC105188844	GO:0030154
LOC105188844	GO:0032501
LOC105188597	GO:0009987
LOC105188562	GO:0009987
LOC105188888	GO:0018130
LOC105188888	GO:0010467
LOC105188888	GO:1901362
LOC105188903	GO:0048856
LOC105189066	GO:0006355
LOC105189066	GO:0001708
LOC105182106	GO:0008152
LOC105182106	GO:0009987
LOC105182106	GO:0008150
LOC105182106	GO:0035814
LOC109504175	GO:0009987
LOC109504175	GO:0008150
LOC105192656	GO:0008150
LOC105192656	GO:0009987
LOC112589094	GO:0008150
LOC105185692	GO:0009987
LOC105185692	GO:0008150
LOC105185692	GO:0008152
LOC105185691	GO:0007173
LOC105185691	GO:0010556
LOC105185691	GO:2001141
LOC105185691	GO:1901362
LOC105185691	GO:0019219
LOC105185691	GO:0006355
LOC105185691	GO:0018130
LOC105189050	GO:0008152
LOC105185691	GO:0022008
LOC105185691	GO:0006935
LOC105188045	GO:0008152
LOC105188045	GO:0032989
LOC109503927	GO:0008152
LOC109503927	GO:0018130
LOC109503927	GO:0010467
LOC109503927	GO:0043170
LOC109503927	GO:0008150
LOC109503927	GO:1901362
LOC109503927	GO:0009987
LOC109503590	GO:0008150
LOC109503590	GO:0008152
LOC109503590	GO:0009987
LOC105190868	GO:0031571
LOC105183820	GO:0043170
LOC105192556	GO:0008152
LOC105192556	GO:0009987
LOC105192556	GO:0008150
LOC105192556	GO:0018130
LOC105192556	GO:0061635
LOC105192556	GO:0043170
LOC105192556	GO:0019438
LOC105183802	GO:0009987
LOC105183810	GO:0008150
LOC105183810	GO:0009987
LOC105183805	GO:0051684
LOC112589099	GO:0008150
LOC112589099	GO:0009987
LOC112589100	GO:0008152
LOC112589100	GO:0008150
LOC112589101	GO:0008150
LOC112589101	GO:0009987
LOC112589102	GO:0008150
LOC112589102	GO:0009987
LOC112589103	GO:0008150
LOC112589103	GO:0009987
LOC109503585	GO:0009987
LOC109503585	GO:0008150
LOC109503926	GO:0009987
LOC109503926	GO:0008150
LOC105190868	GO:0050860
LOC105182855	GO:0044351
LOC105182855	GO:0071549
LOC105182847	GO:0008152
LOC105182847	GO:0048169
LOC105182847	GO:0000086
LOC105182847	GO:0009314
LOC105182847	GO:1901796
LOC105182847	GO:0043123
LOC105182847	GO:0032092
LOC105182847	GO:0090435
LOC105189298	GO:0033314
LOC105189298	GO:1902985
LOC105189333	GO:0006396
LOC112589106	GO:0009987
LOC112589106	GO:0008150
LOC105184086	GO:0030317
LOC105189063	GO:0043170
LOC105189063	GO:0019438
LOC105189310	GO:0070727
LOC105189310	GO:0032502
LOC105189310	GO:0009987
LOC105189310	GO:0010556
LOC105189310	GO:0031326
LOC105189310	GO:0034613
LOC105189310	GO:0008152
LOC105189310	GO:0006366
LOC105189310	GO:0045444
LOC105189310	GO:0008150
LOC105189310	GO:0043170
LOC105189310	GO:0019219
LOC105189310	GO:0014070
LOC105189308	GO:0043170
LOC105189332	GO:0008150
LOC105189332	GO:0006813
LOC105189332	GO:0016057
LOC105189332	GO:0030322
LOC105189332	GO:0098914
LOC105189332	GO:0048168
LOC105189332	GO:0009987
LOC105189326	GO:0033036
LOC112589109	GO:0007186
LOC112589109	GO:0008150
LOC112589109	GO:0008152
LOC105189330	GO:0008152
LOC105189330	GO:0048856
LOC105189330	GO:0043170
LOC105189330	GO:0008150
LOC105189330	GO:0007275
LOC105189330	GO:0030182
LOC105189330	GO:0009987
LOC105189330	GO:0040011
LOC105189330	GO:0010467
LOC105189330	GO:0032501
LOC105189330	GO:0032502
LOC105189330	GO:0030154
LOC105189330	GO:2000678
LOC105189330	GO:0043388
LOC105189330	GO:0050768
LOC105189289	GO:0051173
LOC112589110	GO:0008152
LOC112589110	GO:0009987
LOC112589110	GO:0008150
LOC105189062	GO:0015721
LOC105182834	GO:0008150
LOC105182834	GO:0009987
LOC112589113	GO:0008150
LOC112589113	GO:0043170
LOC105184054	GO:0009987
LOC105184054	GO:0008150
LOC105184054	GO:0008152
LOC105184054	GO:0030317
LOC105184054	GO:0006623
LOC105184054	GO:0035176
LOC105184054	GO:0045053
LOC105184054	GO:0032868
LOC105184054	GO:0006895
LOC105184054	GO:0030382
LOC105184054	GO:0045324
LOC105184278	GO:0009987
LOC105184278	GO:0008150
LOC105184273	GO:0009987
LOC105184273	GO:0008150
LOC112589115	GO:0009987
LOC112589115	GO:0008150
LOC105184252	GO:0008152
LOC112589119	GO:0008150
LOC112589119	GO:0009987
LOC112589120	GO:0008150
LOC112589121	GO:0008150
LOC105180879	GO:0008150
LOC105180879	GO:0007186
LOC112589122	GO:0008150
LOC112589122	GO:0008152
LOC105180879	GO:0051716
LOC105180879	GO:0008152
LOC105180879	GO:0009987
LOC105180879	GO:0014064
LOC105180879	GO:2000293
LOC105186736	GO:0008150
LOC105186736	GO:0009987
LOC105186553	GO:2000112
LOC105186553	GO:0006325
LOC105186548	GO:0009987
LOC105186548	GO:0008150
LOC112589128	GO:0008150
LOC112589128	GO:0009987
LOC112589128	GO:0051716
LOC112589128	GO:0008152
LOC112589128	GO:2000045
LOC105186714	GO:0009987
LOC112589129	GO:0008150
LOC112589129	GO:0008152
LOC105186567	GO:0016192
LOC105186567	GO:0009987
LOC105186567	GO:0008150
LOC105186567	GO:0051640
LOC105186567	GO:0006886
LOC105186567	GO:0009629
LOC105186567	GO:0016925
LOC105186567	GO:1903575
LOC105186567	GO:0007340
LOC105186567	GO:0045785
LOC105186567	GO:1903422
LOC105186567	GO:0040014
LOC105186567	GO:0010701
LOC105186567	GO:0060025
LOC105186567	GO:2000463
LOC105186567	GO:0031629
LOC105186567	GO:0000281
LOC105186567	GO:0032879
LOC105186567	GO:0048488
LOC105186567	GO:0034599
LOC105186567	GO:0070727
LOC105186567	GO:1904050
LOC105186567	GO:0060291
LOC105186567	GO:0033605
LOC105186550	GO:0008150
LOC105186550	GO:0008152
LOC112589130	GO:0008152
LOC112589130	GO:0008150
LOC112589130	GO:0009987
LOC112589131	GO:1901362
LOC112589131	GO:0018130
LOC112589131	GO:0043170
LOC112589131	GO:0008152
LOC112589131	GO:0008150
LOC112589131	GO:0009987
LOC112589133	GO:0010467
LOC112589133	GO:0008152
LOC112589133	GO:0008150
LOC112589133	GO:0009987
LOC112589133	GO:0043170
LOC105186828	GO:0008152
LOC105186828	GO:0018130
LOC105186828	GO:2000373
LOC105186828	GO:0009987
LOC105186828	GO:0051129
LOC105186828	GO:0051054
LOC105186828	GO:0019219
LOC105186828	GO:1901362
LOC105186828	GO:0008150
LOC105186828	GO:0019438
LOC105186828	GO:0051716
LOC105186829	GO:0008150
LOC112589134	GO:0008152
LOC112589134	GO:0043170
LOC112589134	GO:0010467
