genes,logFC,logCPM,PValue,FDR,Annotation
LOC105191256,0.86690067,-0.774466,0.44430221,0.60207755,ATP-binding cassette sub-family A member 3
LOC112590482,0.46068438,0.90634297,0.44474841,0.60261767,uncharacterized protein LOC112590482
LOC105187174,0.18341954,5.78689271,0.4451581,0.60310821,monocarboxylate transporter 10 isoform X1
LOC105190840,0.23767033,4.95792306,0.44531153,0.60325149,uncharacterized protein LOC105190840
LOC105187811,1.6776244,-1.8225684,0.44571233,0.60372981,"protein hunchback-like, partial"
LOC105181097,1.84629194,-1.8447783,0.44594389,0.60397881,uncharacterized protein LOC105181097 isoform X2
LOC105185409,0.64517412,-0.6266976,0.44609004,0.60411209,"dynein heavy chain 7, axonemal, partial"
LOC105186778,0.18127378,7.76077884,0.44615296,0.60413265,citron Rho-interacting kinase
LOC105187195,-0.165866,6.03379551,0.44625945,0.60416217,ATP-binding cassette sub-family F member 3 isoform X1
LOC105189245,0.89060341,-1.3046103,0.44627025,0.60416217,uncharacterized protein LOC105189245
LOC105191706,0.18842485,5.28098099,0.44632678,0.60417406,kinesin-like protein KIF3A isoform X1
LOC105184823,0.16547038,6.93537006,0.44644712,0.60427232,beta-TrCP isoform X1
LOC105187858,0.1834153,8.23152608,0.44657938,0.60438669,endoribonuclease Dicer
LOC109503767,1.45176493,-1.7748993,0.44686671,0.60471087,uncharacterized protein LOC109503767
LOC105182532,-0.1804466,8.0573172,0.44741412,0.60529775,protein SDA1 homolog
LOC105184961,-0.1542416,6.89338701,0.44742134,0.60529775,sorting nexin-29 isoform X1
LOC105181019,0.23239652,4.00754897,0.4474439,0.60529775,GTP cyclohydrolase 1 isoform X1
LOC105188946,0.19938363,5.69965039,0.44772694,0.60561589,cell growth-regulating nucleolar protein
LOC105190593,0.18745894,6.38021608,0.44803932,0.60597366,lysophospholipid acyltransferase 2
LOC105186600,-0.1647404,7.34150515,0.44809533,0.60597883,serine/threonine-protein phosphatase 4 regulatory subunit 3 isoform X1
LOC105181524,0.21404275,5.0151998,0.44813892,0.60597883,carnitine O-acetyltransferase isoform X1
LOC105185060,-0.1688729,8.04063904,0.44859971,0.6065371,synaptic functional regulator FMR1 isoform X4
LOC112589134,0.47303077,0.95330437,0.44878058,0.60671683,ecdysone-induced protein 78C-like
LOC105184931,0.16744069,6.8133878,0.45009284,0.60842589,uncharacterized protein LOC105184931 isoform X1
LOC105182838,-0.2397223,4.68862878,0.45041254,0.608686,uncharacterized protein LOC105182838
LOC105187793,-0.9830465,-0.2104571,0.45042442,0.608686,uncharacterized histidine-rich protein DDB_G0274557-like
LOC105189674,0.17744088,7.91259344,0.4504922,0.608686,histone acetyltransferase KAT2A
LOC105191835,0.99480455,-1.2303724,0.45050812,0.608686,protein obstructor-E
LOC105181677,-0.2099765,5.52602788,0.45052577,0.608686,uncharacterized protein LOC105181677 isoform X1
LOC105190031,-0.3029695,4.08487824,0.45103255,0.60930564,liver carboxylesterase 1
LOC105187034,-0.1959622,8.76093202,0.4510903,0.60931859,"pentatricopeptide repeat-containing protein 2, mitochondrial"
LOC105188724,0.21844303,4.16699809,0.45142304,0.60970297,sodium/nucleoside cotransporter 1 isoform X1
LOC105184967,0.24376464,3.49769374,0.45153844,0.60979375,acetylcholine receptor subunit beta-like 2 isoform X2
LOC105190902,0.20072588,5.70672837,0.45197159,0.61031357,gamma-tubulin complex component 4
LOC105186971,0.34089732,1.21936267,0.45206391,0.61037311,Bardet-Biedl syndrome 2 protein homolog
LOC105183923,0.20985039,7.20718612,0.452235,0.61053896,probable E3 ubiquitin-protein ligase RNF144A isoform X1
LOC105190520,0.19891196,5.13046383,0.45234137,0.61061741,vacuolar protein sorting-associated protein 52 homolog
LOC105184634,-0.1692217,6.63902565,0.45281936,0.61119746,phosphatidylinositide phosphatase SAC1 isoform X2
LOC105190034,0.2783873,2.94611713,0.4529713,0.61133734,"LOW QUALITY PROTEIN: sodium-dependent phosphate transport protein 1, chloroplastic"
LOC105187006,0.18677187,8.50102322,0.45322804,0.6116186,proteoglycan 4 isoform X3
LOC105188713,0.60958594,1.814996,0.4534851,0.61189028,hyaluronidase-like
LOC105184628,0.16607389,6.16126269,0.45352608,0.61189028,protein disulfide-isomerase A5
LOC105181262,0.18409845,7.61912019,0.45441182,0.6129918,ataxin-2 homolog isoform X1
LOC112590085,0.50704866,0.18413347,0.45445561,0.6129918,putative uncharacterized protein DDB_G0293878
LOC105187373,-0.2551103,4.34304474,0.45448784,0.6129918,WASH complex subunit 3
LOC105182592,0.1637533,7.07103901,0.45520186,0.61388941,geranylgeranyl transferase type-2 subunit alpha isoform X1
LOC112589993,-0.3770316,1.81829811,0.4559707,0.61486074,uncharacterized protein LOC112589993
LOC105185873,-0.1631349,6.93918968,0.45683939,0.6159665,phosphoribosylformylglycinamidine synthase isoform X1
LOC105183273,0.19439212,5.10612312,0.45700213,0.61611258,uncharacterized protein LOC105183273 isoform X2
LOC105184825,-0.1858646,5.72014031,0.45704511,0.61611258,phospholipid phosphatase 5
LOC105189731,-0.1606859,6.14740041,0.4574863,0.61664163,zinc finger protein 271 isoform X2
LOC105189677,0.25777047,3.98261919,0.45787725,0.61710285,uncharacterized protein LOC105189677
LOC105183904,-0.163158,7.09973867,0.45799509,0.61719594,zinc finger protein 493-like
LOC105187203,0.26996584,4.15365503,0.45814205,0.61732824,sepiapterin reductase
LOC105190566,0.14815239,6.80791556,0.4584019,0.61761262,TBC1 domain family member 23
LOC105182790,0.15794404,6.9505728,0.45870584,0.61795632,serine/threonine-protein phosphatase 4 regulatory subunit 2
LOC105187161,-0.1730268,7.50582204,0.4588065,0.61802612,"ribonuclease Z, mitochondrial isoform X1"
LOC105186196,-0.3552164,2.5119125,0.4589611,0.61816857,THAP domain-containing protein 2-like isoform X2
LOC105190859,-0.2401519,4.53621011,0.45944258,0.61875121,dynactin subunit 3 isoform X1
LOC105183972,-0.2030201,4.9443603,0.45953794,0.61881378,serine/threonine/tyrosine-interacting protein isoform X2
LOC105186725,-0.1760699,6.33133158,0.45970381,0.61897128,glycerol-3-phosphate phosphatase isoform X3
LOC105182536,-0.1763059,5.70547324,0.45991492,0.61918963,major facilitator superfamily domain-containing protein 12 isoform X2
LOC105188828,-0.1953094,6.14439387,0.45998029,0.6192008,mitochondrial ribonuclease P catalytic subunit isoform X1
LOC105188918,0.15023715,6.60816571,0.46005158,0.6192008,hormone-sensitive lipase isoform X1
LOC105188460,-0.1600773,6.49659893,0.46007001,0.6192008,major facilitator superfamily domain-containing protein 6
LOC105186917,0.24916391,4.03659291,0.4605157,0.61973473,putative serine protease K12H4.7
LOC105184005,-0.2780323,3.46535542,0.46066404,0.61986843,ribulose-phosphate 3-epimerase
LOC105184057,-0.1702478,6.38416146,0.46091567,0.62014109,DDB1- and CUL4-associated factor 13
LOC105191557,0.17984636,5.90773985,0.46107249,0.62028612,protein Dr1 isoform X1
LOC105191886,-0.2666785,3.18417481,0.46142534,0.62069482,ankyrin repeat domain-containing protein 16 isoform X2
LOC112589672,-0.2237505,4.09042836,0.46158449,0.62078526,proteasome assembly chaperone 3-like
LOC105188947,0.16578568,5.90316084,0.46159069,0.62078526,protein RFT1 homolog isoform X1
LOC105184388,-0.1906313,5.67898413,0.46172411,0.62089871,tRNA pseudouridine synthase A
LOC105188580,-0.2429351,5.27262895,0.46183403,0.62098054,UDP-glucose 4-epimerase
LOC105192390,0.22977087,6.60986086,0.4618935,0.62099451,microsomal triglyceride transfer protein isoform X1
LOC105181420,0.21192841,5.11466346,0.46213789,0.6211474,poly(ADP-ribose) glycohydrolase ARH3 isoform X1
LOC105187281,-0.3331581,6.68675696,0.4621449,0.6211474,solute carrier organic anion transporter family member 4A1 isoform X1
LOC105181428,0.22920753,4.76858513,0.46215448,0.6211474,RNA-binding protein 8A isoform X3
LOC105188337,0.15126439,6.70410013,0.46226873,0.62123498,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform X4"
LOC105180733,0.21096852,8.58553883,0.46236258,0.62129511,60S ribosomal protein L18 isoform X1
LOC105191386,0.17963187,7.230268,0.46319699,0.62235025,zinc finger CCCH domain-containing protein 14 isoform X1
LOC105187000,0.34094822,2.59217722,0.46324925,0.62235439,dopamine N-acetyltransferase isoform X1
LOC105188304,0.60826753,-0.2921828,0.46352378,0.6226571,odorant receptor 4
LOC105191152,0.26346981,3.58911319,0.46363008,0.62273379,uncharacterized protein LOC105191152 isoform X2
LOC105190175,-0.3291109,7.70037669,0.46423677,0.6234825,"uncharacterized protein LOC105190175, partial"
LOC105188240,0.35253574,7.25589328,0.46438885,0.62360187,protein hunchback
LOC105189657,0.16422681,7.09493701,0.46442421,0.62360187,NADH dehydrogenase
LOC105187692,-0.1726747,5.50890623,0.4647097,0.62391899,signal peptidase complex catalytic subunit SEC11A isoform X1
LOC105184784,0.21488514,4.28022773,0.46491414,0.62406914,lipase 3
LOC105186117,-0.1814738,6.57444647,0.46492017,0.62406914,protein KTI12 homolog isoform X2
LOC105185072,0.24750925,6.52609964,0.46500532,0.62411724,sorting nexin-27 isoform X1
LOC105190393,0.26055886,3.12617077,0.46514249,0.62423513,"lipoyltransferase 1, mitochondrial isoform X2"
LOC105183303,-0.1896801,5.68897839,0.46524032,0.62430021,putative E3 ubiquitin-protein ligase SINAT1 isoform X2
LOC105186251,-0.198715,5.62387257,0.46572256,0.62488106,WD repeat-containing protein 55 homolog
LOC105191595,-0.3635225,5.81116105,0.46618066,0.6254294,uncharacterized protein LOC105191595 isoform X1
LOC105187053,0.22408939,4.0947798,0.46766249,0.62735092,ATP-dependent (S)-NAD(P)H-hydrate dehydratase
LOC112590036,0.21399025,4.10313822,0.4681607,0.62791744,uncharacterized protein LOC112590036
LOC105183658,-0.1459045,6.63475425,0.46820217,0.62791744,protein HEXIM
LOC105192319,0.1870871,5.22445581,0.46823368,0.62791744,snurportin-1
LOC105181781,-0.166694,7.41049087,0.46846845,0.62816571,zinc finger protein 492-like
LOC105185483,-0.1736916,6.59217776,0.46855375,0.62821352,recQ-mediated genome instability protein 1 isoform X1
LOC105185036,0.32150522,3.21780655,0.46906556,0.6288331,E3 ubiquitin-protein ligase RNF4 isoform X1
LOC105185162,0.2835883,2.16080397,0.46914868,0.6288779,uncharacterized protein LOC105185162
LOC105181145,-0.1840946,5.81781243,0.46977163,0.62962523,histone-lysine N-methyltransferase 2D
LOC105190076,-0.308472,3.08527062,0.46980571,0.62962523,mitotic spindle assembly checkpoint protein MAD2B
LOC105189462,-0.1616846,7.05867128,0.47027621,0.63013866,KIF1-binding protein homolog
LOC105189876,-0.1753181,7.21915498,0.47028841,0.63013866,transcription initiation factor TFIID subunit 5
LOC105188749,0.19425845,5.55298852,0.47055806,0.63043321,26S proteasome complex subunit SEM1
LOC105184614,-0.2880978,6.70101971,0.47071784,0.63052292,mitochondrial amidoxime-reducing component 1-like isoform X1
LOC109503744,0.92476391,-0.682297,0.47072467,0.63052292,uncharacterized protein LOC109503744 isoform X2
LOC105189314,0.31340756,1.85269609,0.47123106,0.63110949,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
LOC105183735,0.34385253,0.14478041,0.47126233,0.63110949,uncharacterized protein LOC105183735
LOC105188721,0.29945382,7.11121504,0.47151816,0.63137314,uncharacterized protein LOC105188721 isoform X1
LOC105182226,0.3085992,1.75810769,0.471559,0.63137314,"succinate dehydrogenase assembly factor 4, mitochondrial"
LOC105189322,0.18748664,6.91772578,0.47244985,0.63249898,cell growth regulator with RING finger domain protein 1 isoform X1
LOC109504054,0.53005272,0.06003977,0.47279149,0.6328894,A-kinase anchor protein 14-like
LOC105184649,-0.2200926,5.20104824,0.47316979,0.6333288,pyridoxal kinase isoform X1
LOC105185591,0.18477868,5.99455242,0.47346524,0.63365724,WD repeat-containing protein 92
LOC105190760,-0.2646759,3.73037623,0.47379402,0.6340302,thioredoxin domain-containing protein 17
LOC105187591,-0.1661188,6.13475265,0.47388366,0.6340831,NADH dehydrogenase
LOC105190416,-0.3168601,0.2205952,0.47408016,0.63427896,uncharacterized protein LOC105190416 isoform X1
LOC105187436,0.25217007,4.21679355,0.47413888,0.63429046,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"
LOC105192000,-0.1931701,4.77155506,0.4742462,0.63436696,BAG family molecular chaperone regulator 2
LOC105188470,0.15550621,7.22795907,0.47470952,0.63491959,PX domain-containing protein kinase-like protein isoform X1
LOC105192533,0.48484047,4.79694294,0.47513157,0.63541692,scavenger receptor class B member 1
LOC105188125,-0.1904912,5.62802384,0.4752083,0.63545237,tektin-2
LOC112588403,-0.6280684,0.6466246,0.47551648,0.63579728,uncharacterized protein LOC112588403
LOC105187663,-0.246911,4.21079386,0.47557639,0.63581021,"apoptogenic protein 1, mitochondrial"
LOC105185243,0.17141402,5.80689134,0.4762799,0.63668349,glucose-6-phosphate isomerase
LOC105186298,-0.1986473,5.58455951,0.47706522,0.63766592,COMM domain-containing protein 8
LOC105190839,0.18644891,7.45758141,0.4774907,0.63816723,disks large homolog 4 isoform X4
LOC112588534,-0.4206751,-0.9814218,0.47755461,0.63818524,THAP domain-containing protein 4-like
LOC105190732,-0.1892637,5.57391671,0.47765138,0.63824715,proteasome maturation protein
LOC105187263,-0.4517317,-0.5702585,0.47797121,0.63860709,uncharacterized protein LOC105187263
LOC105182012,-0.5080096,0.52839934,0.47816571,0.63879951,hydrocephalus-inducing protein homolog
LOC105187060,0.20075781,4.97347875,0.47824337,0.6388358,apolipoprotein D
LOC105182264,-0.1550818,6.67235547,0.47857809,0.63921544,putative uncharacterized protein DDB_G0286901
LOC105192335,0.14927459,6.6754784,0.47922038,0.64000577,protein phosphatase 1 regulatory subunit 16A isoform X7
LOC105185709,-0.3105795,3.40429219,0.47957713,0.64041463,MRN complex-interacting protein
LOC105192020,0.1936383,5.07691916,0.47979206,0.64063404,"39S ribosomal protein L2, mitochondrial"
LOC105190182,-0.3441824,7.01618818,0.48010198,0.64092673,patched domain-containing protein 3
LOC109504551,0.6023294,-0.0561931,0.48011257,0.64092673,"uncharacterized protein LOC109504551, partial"
LOC105183789,0.27458219,3.36423598,0.48031838,0.64113384,uncharacterized protein LOC105183789
LOC112589024,0.70499125,-1.1404787,0.48070513,0.64152835,uncharacterized protein LOC112589024
LOC105181177,-0.2321472,6.92950472,0.48072741,0.64152835,insulin gene enhancer protein ISL-1 isoform X1
LOC105184413,0.15634352,7.84318378,0.48076603,0.64152835,AP-3 complex subunit delta-1
LOC105183995,0.20735098,5.09276538,0.48181962,0.64286646,2-aminoethanethiol dioxygenase
LOC105187452,-0.1796221,5.49718355,0.48188458,0.64288534,sin3 histone deacetylase corepressor complex component SDS3 isoform X1
LOC105187125,0.83644457,-0.6904123,0.48207838,0.64307609,histone-lysine N-methyltransferase trithorax isoform X3
LOC105183647,0.23383761,4.88875245,0.48213434,0.64308294,H/ACA ribonucleoprotein complex subunit 2-like protein isoform X1
LOC105185733,-0.5747906,0.0032775,0.48239154,0.6433582,prominin-1-A
LOC105188235,-0.1408936,6.77266511,0.48255453,0.64350775,exostosin-1
LOC105185501,-0.2014325,5.27299542,0.48263388,0.64354574,RNA 3\\'-terminal phosphate cyclase-like protein
LOC105185787,-0.2038434,5.03671852,0.48274189,0.64362194,coiled-coil domain-containing protein 51-like
LOC105181643,0.16704031,7.58157428,0.48320317,0.64416908,GATA zinc finger domain-containing protein 8 isoform X2
LOC105183810,-0.3274242,3.09323789,0.48441974,0.64572289,uncharacterized protein LOC105183810
LOC105185821,-0.1571803,7.52592573,0.48452211,0.64579131,squamous cell carcinoma antigen recognized by T-cells 3
LOC105189074,-0.1380095,6.71958385,0.48511925,0.64651912,nitric oxide-associated protein 1
LOC105186634,-0.2793229,2.26925364,0.48567899,0.64717783,myb-like protein U
LOC105183887,-0.4520064,0.38713527,0.48571581,0.64717783,uncharacterized protein LOC105183887 isoform X2
LOC105184907,-0.139614,6.6800049,0.48599689,0.64748417,integrator complex subunit 4
LOC105183865,-0.6684524,-0.3513451,0.48684886,0.64855095,fatty acid synthase-like isoform X1
LOC105187994,-0.2761381,3.08452509,0.48706554,0.6487713,protein I\\'m not dead yet-like
LOC105192023,-0.1495212,6.96754409,0.4871605,0.64882949,protein Lilipod
LOC105189463,-0.1905404,5.57893161,0.48744418,0.64913899,"acyl carrier protein, mitochondrial isoform X2"
LOC105186231,0.59157748,-0.6630987,0.487594,0.64927018,uncharacterized protein LOC105186231
LOC105191785,0.17549557,5.4709369,0.48786526,0.64956303,"alpha-1,2-mannosyltransferase ALG9 isoform X1"
LOC105191957,-0.240316,4.84344042,0.48801356,0.64969211,phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 isoform X2
LOC105187354,0.49234708,1.26096651,0.48807624,0.64970721,uncharacterized protein LOC105187354
LOC105186526,0.19946194,5.04721385,0.4884931,0.65019372,STAM-binding protein isoform X1
LOC105190762,0.20675122,4.91304642,0.48900429,0.65077968,metaxin-1 isoform X3
LOC105185149,-0.1752035,5.57204135,0.48907612,0.65077968,inhibitor of growth protein 3 isoform X1
LOC105191497,0.16704394,5.4511569,0.48908762,0.65077968,UDP-sugar transporter UST74c
LOC105182419,0.29243893,1.48459457,0.48928226,0.65097021,uncharacterized protein MAL13P1.304 isoform X1
LOC105184055,-0.147016,7.32254706,0.48949312,0.65118229,xaa-Pro aminopeptidase ApepP
LOC105187217,0.19801335,5.21573321,0.48960206,0.65125875,NADH-cytochrome b5 reductase-like
LOC105188017,1.17917209,-1.5875985,0.48991792,0.6516104,uncharacterized protein LOC105188017
LOC105183205,-0.1787459,6.62206233,0.49028666,0.6520323,probable ATP-dependent RNA helicase kurz
LOC105190844,0.98784413,-1.5530179,0.49050072,0.65224843,venom acid phosphatase Acph-1
LOC105190207,0.19943227,4.7530717,0.49075123,0.65251298,probable galactose-1-phosphate uridylyltransferase
LOC105182427,0.21079991,4.31758734,0.49091975,0.65265653,chromatin complexes subunit BAP18 isoform X2
LOC109504252,-1.3097794,-1.4108516,0.49096235,0.65265653,uncharacterized protein LOC109504252
LOC105187975,-0.2169479,4.31874094,0.49126164,0.6529259,protein kinase C-binding protein NELL1-like
LOC105186154,-0.1602846,8.28346757,0.49130511,0.6529259,protein transport protein Sec24C isoform X1
LOC112588330,1.00052998,-1.5475584,0.49131977,0.6529259,uncharacterized protein LOC112588330
LOC105189111,0.53090512,-1.1668705,0.49181582,0.65351648,uncharacterized protein LOC105189111
LOC105187717,0.20422039,4.54373799,0.49196332,0.65353677,DET1- and DDB1-associated protein 1 isoform X2
LOC105186247,0.15170424,7.66935229,0.49201377,0.65353677,eukaryotic translation initiation factor 5A
LOC105188006,-0.1595238,6.16432785,0.49203391,0.65353677,"serine protease HTRA2, mitochondrial isoform X1"
LOC105181548,-0.164965,5.87285194,0.49203768,0.65353677,cyclin-A2 isoform X2
LOC105183662,-0.2137709,4.65677341,0.4923139,0.65377007,growth hormone-regulated TBC protein 1-A isoform X2
LOC105190581,-0.1886598,6.28608613,0.49231666,0.65377007,ribosomal L1 domain-containing protein CG13096
LOC105182775,-0.2200548,5.10936103,0.49247825,0.65391603,putative GTP-binding protein 6
LOC105183232,-0.1753668,8.16444274,0.49261108,0.65402378,uncharacterized protein LOC105183232
LOC112589540,1.43515405,-1.5094179,0.49285813,0.65428313,uncharacterized protein LOC112589540
LOC105187595,-0.1374713,6.71520432,0.49326648,0.65474414,"lon protease homolog, mitochondrial"
LOC105186945,0.22904219,6.12251029,0.49330888,0.65474414,platelet-derived growth factor subunit A isoform X1
LOC105182788,0.17351152,5.26093376,0.49346892,0.65481979,protein lin-7 homolog C
LOC105189225,1.40455418,-1.5012899,0.49349535,0.65481979,uncharacterized protein LOC105189225
LOC112590380,-0.6527432,-1.3211066,0.49352112,0.65481979,uncharacterized protein LOC112590380 isoform X1
LOC105191836,0.43467431,-0.0048946,0.49378892,0.65510642,protein obstructor-E
LOC105182414,0.18318152,6.16094634,0.4939119,0.65520088,condensin complex subunit 3-like
LOC105186516,0.20446068,4.90283878,0.49399982,0.65524882,dehydrogenase/reductase SDR family protein 7-like
LOC105183971,0.22118193,4.38994328,0.49434538,0.65563844,uncharacterized protein LOC105183971 isoform X1
LOC105186859,1.39238377,-1.5252798,0.49446831,0.655665,uncharacterized protein LOC105186859
LOC105180736,-0.1654586,7.19310695,0.49446903,0.655665,uncharacterized protein LOC105180736
LOC105190729,0.22296459,7.45301975,0.49536968,0.65679043,uncharacterized protein LOC105190729
LOC105189880,-0.3663061,1.5755152,0.49650612,0.65822823,uncharacterized protein LOC105189880 isoform X1
LOC105184741,0.17579136,6.40615499,0.49681213,0.65854206,protein SON isoform X1
LOC105182890,0.26824952,1.76211148,0.49684693,0.65854206,uncharacterized protein LOC105182890 isoform X1
LOC112588589,1.34716724,-1.6195783,0.4969424,0.65859962,uncharacterized protein LOC112588589
LOC105188112,-0.1485439,7.65041845,0.49706799,0.65869707,ras-related protein Rab-1A
LOC105184783,1.05753225,-1.1301647,0.49719164,0.65879194,odorant receptor 67a-like
LOC105182862,0.15925902,5.4904185,0.49726599,0.65882146,vacuolar protein sorting-associated protein 41 homolog isoform X1
LOC105187317,-0.1448119,6.31773308,0.49739418,0.65892134,WD repeat-containing protein 19 isoform X1
LOC105192177,-0.2974943,3.86833249,0.49744551,0.65892134,cyclin-dependent kinase 2-interacting protein
LOC105183614,0.15988671,5.52747719,0.49753774,0.65897452,inositol polyphosphate 5-phosphatase K
LOC105188990,-0.1829639,5.44105303,0.49787525,0.65935252,syntaxin-17 isoform X2
LOC105183962,-0.262277,3.48709507,0.49825848,0.65979101,bis(5\\'-nucleosyl)-tetraphosphatase
LOC105191362,-0.1503301,8.12572927,0.49865176,0.66024269,nardilysin
LOC105188574,0.18459155,5.935267,0.49880672,0.66037876,"39S ribosomal protein L37, mitochondrial"
LOC105181927,0.54938721,-1.0582219,0.49887825,0.66040437,uncharacterized protein LOC105181927
LOC112589310,0.5590139,-0.0546628,0.49944055,0.66103527,uncharacterized protein LOC112589310
LOC105182661,-0.1566131,6.23865175,0.49951979,0.66103527,S-phase kinase-associated protein 2
LOC105192053,-0.2430005,4.03450288,0.49956298,0.66103527,vesicle transport through interaction with t-SNAREs homolog 1B
LOC105185652,-0.1653732,5.36003989,0.4995638,0.66103527,COP9 signalosome complex subunit 8 isoform X1
LOC105186322,-0.1593262,11.0152581,0.49973163,0.66116806,tubulin beta-1 chain
LOC105190492,-0.176859,4.95597612,0.49979871,0.66116806,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
LOC105187748,0.17248083,6.41199801,0.4998209,0.66116806,"probable hydroxyacid-oxoacid transhydrogenase, mitochondrial"
LOC105182640,0.2127178,4.17684889,0.50062438,0.66216169,ubiquitin-related modifier 1
LOC105184732,0.16861839,9.6952677,0.50082723,0.66236076,uncharacterized protein LOC105184732 isoform X3
LOC105181669,0.16395223,7.31627108,0.50099556,0.66245318,uncharacterized protein LOC105181669
LOC105189742,-0.1510736,5.87808054,0.50100181,0.66245318,phosphatidylinositol transfer protein alpha isoform
LOC105192248,0.17697122,5.29310016,0.50130823,0.66272761,"stAR-related lipid transfer protein 7, mitochondrial isoform X3"
LOC105182135,-0.2770325,2.82712117,0.50131411,0.66272761,tyramine beta-hydroxylase
LOC105190365,0.21096397,4.22424856,0.50169499,0.66316185,O-glucosyltransferase rumi homolog
LOC105183584,-0.4151683,0.97118715,0.50201682,0.66351794,LOW QUALITY PROTEIN: ribosome biogenesis protein BRX1 homolog
LOC105180577,-0.1803432,5.13246786,0.50258981,0.66420589,uncharacterized protein LOC105180577 isoform X1
LOC105189525,-0.1482935,8.14445538,0.50307804,0.66478169,cullin-2
LOC105183753,-0.1842528,5.05365897,0.50317625,0.66484204,uncharacterized protein LOC105183753
LOC105188032,1.44290199,-1.6158396,0.50342096,0.66509593,protein transport protein SEC24
LOC112588058,0.50617982,0.19086441,0.50352127,0.66515901,sperm flagellar protein 2-like
LOC105183080,-0.1448343,7.75980553,0.50367037,0.66528652,ribosome biogenesis protein BOP1 homolog
LOC105185348,-0.1868736,7.26126738,0.50397861,0.66562418,40S ribosomal protein S25
LOC105184588,0.21783786,4.74531208,0.504142,0.66577049,"beta-1,3-galactosyltransferase brn"
LOC105185017,0.18147926,5.30524818,0.50467419,0.66636846,uncharacterized protein LOC105185017
LOC105187325,-0.2072195,7.63257986,0.50470012,0.66636846,protein lines
LOC105191590,0.14064618,6.85821328,0.50513765,0.66681079,CLK4-associating serine/arginine rich protein
LOC105191280,0.15598705,5.87857941,0.50514053,0.66681079,ubiquitin-conjugating enzyme E2 variant 2
LOC105186650,0.20154239,4.89700477,0.50546824,0.66717379,uncharacterized protein LOC105186650 isoform X1
LOC105189295,0.14446965,6.35921726,0.5055278,0.66718281,neuroguidin isoform X2
LOC105189453,-0.1450179,7.86503604,0.50565026,0.66727484,coatomer subunit gamma
LOC105184191,-0.1618051,7.85229022,0.50640254,0.66819789,coiled-coil domain-containing protein 6 isoform X1
LOC105190967,0.15275511,6.21268788,0.50646706,0.66821334,tubulin gamma-2 chain
LOC105189527,-0.1745871,6.75608939,0.50678922,0.66856868,uncharacterized protein LOC105189527
LOC105184924,0.30836057,0.64521571,0.50759468,0.66956146,uncharacterized protein LOC105184924 isoform X1
LOC105180980,-0.1470821,6.20324882,0.5076646,0.66958389,uncharacterized protein LOC105180980
LOC105189567,1.50345195,-1.6230693,0.50788902,0.66981008,protein Fer3
LOC105189409,0.26537283,3.42158377,0.50801113,0.6699013,40S ribosomal protein S18
LOC105181824,0.40524973,2.8555825,0.50839621,0.6702937,chymotrypsin inhibitor-like
LOC105189869,0.21936468,3.0117857,0.50841465,0.6702937,U6 snRNA-associated Sm-like protein LSm6
LOC105191995,-0.1476989,7.35217839,0.50871096,0.67061449,uncharacterized protein LOC105191995
LOC105182024,-0.7251571,-0.2519421,0.50882524,0.67063427,neprilysin-1
LOC105186797,0.1961073,4.44587912,0.50883196,0.67063427,probable protein BRICK1-B
LOC105190017,-0.1986177,4.65969125,0.50958712,0.67155961,putative protein tag-52
LOC105189087,0.87683405,-1.0280213,0.51006424,0.67211839,acyl-CoA Delta(11) desaturase-like
LOC105184592,-0.2617562,3.49164432,0.51016016,0.67217478,E3 ubiquitin-protein ligase PPP1R11
LOC105183915,-0.1346355,6.61820313,0.51043617,0.67246843,nuclear mitotic apparatus protein 1
LOC105185742,0.24742424,5.5683515,0.51118694,0.67338742,uncharacterized protein LOC105185742
LOC105182280,-0.1474845,6.1873947,0.51131592,0.67348722,uncharacterized protein At4g17910
LOC105185200,-0.2246923,4.09856059,0.5116563,0.67386541,queuine tRNA-ribosyltransferase accessory subunit 2
LOC112588407,0.6454805,-0.7401697,0.51187026,0.67407704,uncharacterized protein LOC112588407
LOC105188588,0.52956013,-1.0371205,0.5121255,0.67434299,pancreatic triacylglycerol lipase
LOC105184444,-0.1866119,4.52119701,0.51234634,0.67456359,NADH dehydrogenase
LOC112590365,1.49947011,-1.4572095,0.51251321,0.67471308,uncharacterized protein LOC112590365
LOC105190928,0.15980091,5.65104657,0.51305677,0.67532896,receptor expression-enhancing protein 5 isoform X2
LOC105181931,-2.3404958,-1.9362568,0.51332159,0.67532896,"organic cation transporter protein, partial"
LOC112588587,-2.3406071,-1.9362568,0.51334152,0.67532896,uncharacterized protein LOC112588587 isoform X1
LOC112590021,-2.842602,-1.8306345,0.51337831,0.67532896,DNA-directed RNA polymerase III subunit RPC4-like isoform X1
LOC112589880,-3.0595522,-1.7709396,0.51348055,0.67532896,"neuronal calcium sensor 1-like, partial"
LOC112589387,-2.6485587,-1.8738179,0.51350233,0.67532896,caldesmon-like
LOC112589063,-2.8538366,-1.8266149,0.51363417,0.67532896,LOW QUALITY PROTEIN: UDP-glucuronosyltransferase 2B37-like
