genes,logFC,logCPM,PValue,FDR,Annotation
LOC105192536,0.29766513,1.657747407,0.447981058,0.612970622,peroxidasin-like
LOC105182684,0.299723948,2.699086106,0.448734652,0.613935375,selenoprotein M-like
LOC105184745,-0.193153164,5.768009819,0.449347646,0.614649914,ubiA prenyltransferase domain-containing protein 1 homolog isoform X1
LOC105188107,-0.189735623,6.942298336,0.449354066,0.614649914,uncharacterized protein LOC105188107 isoform X1
LOC105189983,-0.214800453,5.456579459,0.449406418,0.614655082,uncharacterized protein LOC105189983
LOC105184032,0.177102597,7.174118901,0.44948857,0.614701001,cofilin/actin-depolymerizing factor homolog
LOC105184437,0.200229653,8.121176954,0.449538971,0.614703495,60S ribosomal protein L10a
LOC105187260,0.180011341,7.304255048,0.450025919,0.615302861,structural maintenance of chromosomes protein 3 isoform X1
LOC105190694,0.201681224,9.1243231,0.450153547,0.615407422,protein PFC0760c isoform X5
LOC105191608,0.216519797,8.052126973,0.450199661,0.615407422,FH1/FH2 domain-containing protein 3 isoform X1
LOC105184363,-0.177023446,6.090871111,0.450420898,0.615643341,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase isoform X2"
LOC105187610,-0.295094037,3.159463558,0.450635418,0.615870027,"cytochrome c oxidase assembly protein COX16 homolog, mitochondrial"
LOC105181070,0.277226353,6.019509755,0.450848415,0.616094583,inactive hydroxysteroid dehydrogenase-like protein 1
LOC105189817,-0.215436773,5.045565735,0.451437873,0.616833479,ribosomal RNA-processing protein 8
LOC105181595,-0.183123334,7.452730961,0.451867721,0.617331694,RNA cytidine acetyltransferase
LOC105188765,0.301180362,4.037992956,0.451900069,0.617331694,mucin-4
LOC105182961,-0.2125103,7.513442198,0.452165514,0.617627636,NAD-dependent protein deacetylase sirtuin-7 isoform X1
LOC105182644,-0.546142777,-0.450892414,0.452244228,0.617668479,circadian clock-controlled protein
LOC105187351,0.388684062,1.193052573,0.452603153,0.618091981,odorant receptor 46a
LOC105186113,-0.202790439,6.783999909,0.452805248,0.618301242,histone-lysine N-methyltransferase eggless isoform X1
LOC105191641,1.396882088,-1.804622853,0.453096969,0.618632828,mucin-2 isoform X2
LOC105188519,-0.250323956,4.349124968,0.453168237,0.618663381,RING-box protein 1A
LOC105189917,0.916205972,-1.1845768,0.453224809,0.618673866,general odorant-binding protein 72
LOC105188984,0.394272198,0.087482954,0.453310295,0.618701803,uncharacterized protein LOC105188984
LOC105190732,-0.202388587,5.567966635,0.453370528,0.618701803,proteasome maturation protein
LOC105180622,1.796540226,-1.874182677,0.453391956,0.618701803,neprilysin-4 isoform X2
LOC105188016,0.178773801,5.913309379,0.453620582,0.618850866,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
LOC112588413,0.748977425,-0.919064481,0.453637195,0.618850866,uncharacterized protein LOC112588413
LOC105181698,0.605832419,-0.536814687,0.453647908,0.618850866,transmembrane protease serine 9-like
LOC105182531,0.181409989,7.409366289,0.453959097,0.619208625,T-complex protein 1 subunit alpha
LOC105186124,1.39605157,-1.278174447,0.45415964,0.619297256,uncharacterized protein LOC105186124
LOC105183503,-0.229684972,4.412701587,0.454164646,0.619297256,uncharacterized protein LOC105183503
LOC105189606,1.827057594,-1.877858977,0.454170897,0.619297256,protein lethal(3)malignant blood neoplasm 1
LOC105191067,-0.206647651,8.596145588,0.454260841,0.619346639,uncharacterized protein LOC105191067
LOC105189461,-0.210010527,8.628316617,0.454305002,0.619346639,uncharacterized protein LOC105189461 isoform X1
LOC105184751,-0.180810125,6.340820795,0.45480123,0.619956346,golgin subfamily A member 4 isoform X1
LOC105189803,-0.175563802,6.642357344,0.455345336,0.620631181,proteasome subunit beta type-5
LOC105183980,0.187826415,5.940437918,0.455396928,0.62063465,steroidogenic acute regulatory protein-like
LOC105190386,-0.196536653,5.930466243,0.456197302,0.621658481,"39S ribosomal protein L3, mitochondrial"
LOC105188174,0.178867725,7.145238398,0.456685219,0.622256355,uncharacterized protein LOC105188174 isoform X2
LOC105186570,-0.299801033,3.355278466,0.457047116,0.622682408,DNA-binding protein D-ETS-6
LOC105184903,-0.195007812,7.626453263,0.457293234,0.622876562,E3 ubiquitin-protein ligase Arkadia
LOC105189509,-0.186793316,6.793870378,0.457323527,0.622876562,mannosyl-oligosaccharide glucosidase GCS1 isoform X1
LOC105188226,-0.231798269,4.797659864,0.457337296,0.622876562,protein zwilch homolog isoform X1
LOC105190179,0.164148028,6.280897434,0.45824468,0.62404522,eukaryotic translation initiation factor 2D
LOC105190394,0.326534266,3.341015587,0.458622414,0.624492416,structural maintenance of chromosomes protein 1A-like isoform X1
LOC105185259,0.175762327,6.547685435,0.459073774,0.62503976,uncharacterized protein LOC105185259
LOC105190925,0.210612185,5.400659466,0.459181725,0.625119479,uncharacterized protein LOC105190925
LOC105186337,-0.22435942,4.890625564,0.459403268,0.625353803,S-methyl-5\\'-thioadenosine phosphorylase
LOC105187602,-0.23552057,5.164378416,0.459670687,0.625650518,"GDP-mannose 4,6 dehydratase isoform X1"
LOC105192119,-0.262000616,4.233351256,0.459913719,0.625846867,"39S ribosomal protein L54, mitochondrial"
LOC105188444,-0.186770285,6.270267794,0.459913863,0.625846867,ubiquitin carboxyl-terminal hydrolase 30 homolog isoform X2
LOC105190158,0.526321352,0.868247217,0.460080302,0.626006037,cytosolic carboxypeptidase 1 isoform X2
LOC105187840,0.197937676,9.479166544,0.460242694,0.62614747,uncharacterized protein LOC105187840 isoform X1
LOC105181799,0.312975363,7.614058349,0.460298248,0.62614747,ATP-binding cassette sub-family G member 4
LOC105192552,0.167331548,6.905866944,0.460376312,0.62614747,cytosol aminopeptidase
LOC105185119,0.198475784,8.324266237,0.460382177,0.62614747,insulin-degrading enzyme isoform X1
LOC105191741,-0.185475909,7.462732881,0.460452963,0.626176443,"serine--tRNA ligase, mitochondrial isoform X1"
LOC105186459,-0.227631487,4.102985787,0.460545049,0.626234371,F-box/SPRY domain-containing protein 1 isoform X3
LOC112589456,0.93542575,-0.857431705,0.460679268,0.626293872,uncharacterized protein LOC112589456
LOC105189047,0.178723916,7.395768286,0.460687795,0.626293872,uncharacterized protein LOC105189047 isoform X1
LOC105182682,0.554011319,-0.780770256,0.460896391,0.626510144,uncharacterized protein LOC105182682
LOC105191521,0.181023745,7.532741067,0.461927355,0.627844119,probable RNA helicase armi isoform X2
LOC105189777,0.179268282,7.578923982,0.462099179,0.628010205,RNA-binding protein 39 isoform X1
LOC105192365,-0.203103105,4.816654252,0.462481757,0.628462645,solute carrier family 35 member E2
LOC105187498,0.903729726,-0.821484693,0.462594923,0.628510927,uncharacterized protein LOC105187498
LOC112589322,1.184776931,-1.346016005,0.462616625,0.628510927,putative nuclease HARBI1
LOC105186911,0.268964896,3.18213494,0.463213165,0.629253826,hemK methyltransferase family member 2
LOC112588030,-0.291869242,2.112246141,0.463731205,0.629889938,LOW QUALITY PROTEIN: protein lin-52 homolog
LOC105188959,0.191120854,7.859596918,0.463856392,0.629992357,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
LOC105191238,1.931758033,-1.875637854,0.463966311,0.630074017,holotricin-3-like
LOC105182621,-0.202795633,6.740673888,0.464020053,0.630079381,uncharacterized protein LOC105182621 isoform X6
LOC105188854,-0.234983567,4.29943929,0.464186187,0.63023734,centaurin-gamma-1A
LOC105181879,0.165630438,6.910622507,0.464504636,0.630537176,"LOW QUALITY PROTEIN: thioredoxin reductase 2, mitochondrial"
LOC105192166,-0.259668494,4.212910995,0.464552026,0.630537176,NADH dehydrogenase
LOC112588928,-1.061246097,-0.56019732,0.464556511,0.630537176,uncharacterized protein LOC112588928
LOC105189237,0.303846304,3.433974447,0.464887684,0.630919,protein Wnt-1
LOC109504429,-0.412261478,-1.05088022,0.465260254,0.631356918,uncharacterized protein LOC109504429 isoform X2
LOC105192495,-0.178550523,6.400348485,0.465516306,0.631636644,basic-leucine zipper transcription factor A isoform X2
LOC105189750,0.209568772,4.988180131,0.465612532,0.631699472,uncharacterized protein LOC105189750 isoform X1
LOC105184305,-0.228442325,4.681342631,0.465720676,0.631778456,uncharacterized protein LOC105184305
LOC112590090,-0.583474951,0.382873082,0.465873052,0.631917419,uncharacterized protein LOC112590090
LOC105189739,-0.189571701,9.362252833,0.467056374,0.633454593,40S ribosomal protein S2
LOC105187688,-1.739291144,-1.236698776,0.467126086,0.633481245,uncharacterized protein LOC105187688
LOC105192597,1.784776249,-1.857427742,0.467236677,0.633563321,odorant receptor 13a-like
LOC105182236,-0.194728476,8.76045159,0.467494558,0.633845081,ubiquitin-60S ribosomal protein L40
LOC105181878,-0.22519853,4.134372596,0.467634341,0.633900389,uncharacterized protein LOC105181878
LOC105191785,0.20221358,5.483028118,0.467635541,0.633900389,"alpha-1,2-mannosyltransferase ALG9 isoform X1"
LOC105182348,0.290048767,6.87791163,0.468034846,0.634373708,tyrosine-protein phosphatase 10D isoform X4
LOC105192342,0.728350569,-0.447018719,0.468252176,0.634586841,ejaculatory bulb-specific protein 3 isoform X1
LOC105187042,-0.182231732,6.822412681,0.468292392,0.634586841,isochorismatase domain-containing protein 2
LOC105182087,-0.234179197,4.454185299,0.468393882,0.634656407,protein stunted isoform X2
LOC105192572,0.158094324,6.604971485,0.468635185,0.634915378,ubiquitin-conjugating enzyme E2 N
LOC109503796,0.693340148,-1.32778275,0.468770151,0.634971194,uncharacterized protein LOC109503796
LOC105191979,-0.59535821,0.002147504,0.468776742,0.634971194,5-hydroxytryptamine receptor 1 isoform X2
LOC105184628,0.164815602,6.159944822,0.469070028,0.635300454,protein disulfide-isomerase A5
LOC105184946,-0.202125898,4.855300921,0.469183072,0.635385552,polymerase delta-interacting protein 2
LOC105191428,-0.1981907,6.230874951,0.46926782,0.635390573,ATP-dependent DNA helicase PIF1
LOC105184763,0.228790916,4.40107405,0.469287205,0.635390573,sugar transporter SWEET1
LOC105190289,0.210389394,5.420434077,0.469376586,0.635443598,"transcription termination factor, mitochondrial isoform X1"
LOC105189716,0.170924144,5.809168854,0.469463333,0.635493048,mitochondrial import receptor subunit TOM20 homolog B
LOC105184267,-0.304862069,2.691357462,0.47036485,0.636618354,pancreatic lipase-related protein 2
LOC105180840,-0.769980689,0.757082589,0.470433473,0.636618354,kunitz-type serine protease inhibitor HCRG1
LOC105189439,0.25161906,3.169353134,0.470445569,0.636618354,mitochondrial import inner membrane translocase subunit Tim9
LOC105182212,-0.238370077,4.362776048,0.470618292,0.636783989,"lipoyl synthase, mitochondrial"
LOC105191013,-0.164634845,6.513496252,0.470723414,0.636858129,protein ecdysoneless
LOC112588061,-0.317347474,3.071135881,0.470865721,0.636982557,uncharacterized protein LOC112588061
LOC105181438,-1.196825421,4.097229319,0.471004984,0.63710284,uncharacterized protein DDB_G0284459
LOC105190066,0.182303403,8.327492941,0.471183601,0.637276323,"serine/threonine-protein kinase PINK1, mitochondrial"
LOC105184103,0.189498293,7.981056475,0.471304296,0.637303439,"DNA-directed RNA polymerase, mitochondrial isoform X1"
LOC105187692,-0.191104033,5.502634666,0.471304376,0.637303439,signal peptidase complex catalytic subunit SEC11A isoform X1
LOC105183217,-0.277265867,3.567787918,0.472212184,0.638462761,uncharacterized protein LOC105183217 isoform X2
LOC105187546,-0.241261045,4.026198067,0.472551148,0.638852802,vesicle transport protein SFT2B isoform X1
LOC105184904,0.169559612,6.364995783,0.473271321,0.63974948,succinate--CoA ligase
LOC105188918,0.165387052,6.615244436,0.473315523,0.63974948,hormone-sensitive lipase isoform X1
LOC105190265,0.343827587,1.847419315,0.474202015,0.640879237,uncharacterized protein LOC105190265
LOC105182059,0.486281048,0.306638338,0.474343243,0.641001644,alpha-protein kinase 1 isoform X2
LOC105191855,0.30636003,8.22044371,0.474734497,0.641461861,sterile alpha and TIR motif-containing protein 1
LOC105184438,-0.175619631,6.550578816,0.47494875,0.64168284,uncharacterized protein LOC105184438 isoform X1
LOC105191849,-0.282119425,2.741015228,0.475005747,0.641691334,cytochrome b5-related protein isoform X1
LOC105188972,0.218204795,7.4561792,0.475587546,0.642408711,autophagy-related protein 9A isoform X1
LOC105187019,0.202648482,5.860389643,0.475647283,0.642420827,serine/threonine-protein kinase 3 isoform X2
LOC105188927,0.164014778,6.14933801,0.475745953,0.642485516,N-alpha-acetyltransferase 10
LOC112590737,-0.446841556,0.740177479,0.476135411,0.642942854,uncharacterized protein LOC112590737
LOC105181659,-0.157678623,6.988125891,0.476634193,0.643547703,proteasomal ubiquitin receptor ADRM1 homolog isoform X4
LOC105189864,0.165600922,7.097286681,0.476850938,0.643771661,trichohyalin
LOC105182076,-0.211819069,5.31284327,0.477357339,0.644386576,required for meiotic nuclear division protein 1 homolog
LOC105191215,0.251949888,4.661332726,0.477719646,0.64480687,"dual oxidase, partial"
LOC105188686,0.17838771,8.740795853,0.478485423,0.645771602,uncharacterized protein LOC105188686 isoform X1
LOC105184216,0.224572401,5.051584896,0.479063183,0.646482405,S-adenosylmethionine decarboxylase proenzyme isoform X2
LOC105188781,0.56959236,0.564834104,0.479419244,0.646893913,mucin-5AC
LOC105186355,-0.401389721,1.761267519,0.479958199,0.647552089,odorant receptor Or2-like
LOC105192654,-0.247713974,8.173828921,0.48016662,0.647764223,uncharacterized protein LOC105192654
LOC105190329,-0.221035453,3.959245072,0.480237598,0.647790914,coiled-coil domain-containing protein 149
LOC105191743,0.179961262,8.885431123,0.480706529,0.64835434,protein krasavietz
LOC105191071,-0.171200987,6.114305466,0.480878793,0.648464101,peroxisome assembly factor 2 isoform X1
LOC105183864,0.179908889,7.891936805,0.4808904,0.648464101,forkhead box protein K2 isoform X1
LOC105192020,0.196996607,5.079763478,0.48124477,0.648872809,"39S ribosomal protein L2, mitochondrial"
LOC105185035,-0.169668401,5.965786094,0.481372507,0.648919152,chloride channel CLIC-like protein 1 isoform X1
LOC105185334,-0.233920049,3.923829415,0.481381704,0.648919152,uncharacterized protein LOC105185334
LOC105184346,0.320378412,0.924972288,0.481556298,0.649085363,pickpocket protein 28
LOC105192381,0.190797687,7.123951804,0.482106553,0.649757837,lipase maturation factor 2
LOC105189798,0.191332234,6.748787024,0.482377171,0.650053325,death-associated protein 1
LOC105187818,-0.167299277,6.027253308,0.482489095,0.650134918,glutathione S-transferase C-terminal domain-containing protein homolog
LOC105186672,0.745524768,0.226519277,0.482605545,0.650176189,fatty acyl-CoA reductase 1-like isoform X1
LOC105191943,-0.186490737,5.357322575,0.48266583,0.650176189,probable cardiolipin synthase (CMP-forming)
LOC105184701,-0.174375252,6.09395002,0.482673867,0.650176189,ubiquitin carboxyl-terminal hydrolase 10
LOC105182245,-0.27402854,8.250801909,0.482945021,0.650472198,probable multidrug resistance-associated protein lethal(2)03659 isoform X1
LOC105192628,0.182973334,5.869468266,0.483168152,0.650703469,tRNA selenocysteine 1-associated protein 1 isoform X3
LOC105183397,-0.171771634,7.443008229,0.483285841,0.650792703,RING finger and transmembrane domain-containing protein 2
LOC105186965,-0.171883504,8.194431536,0.484310112,0.652102592,coatomer subunit beta
LOC105188083,0.174503159,6.030320709,0.484679729,0.652530832,putative ATP-dependent RNA helicase DHX30
LOC105190315,0.221852599,4.058722072,0.484881662,0.65273325,DNA replication complex GINS protein PSF1
LOC105181664,0.561824385,0.374682551,0.485097326,0.652954108,uncharacterized protein LOC105181664
LOC109503585,-1.15764955,-0.567734222,0.485223386,0.65305432,uncharacterized protein LOC109503585 isoform X1
LOC105189941,-0.181429441,5.616325549,0.486890623,0.655228539,actin-related protein 2/3 complex subunit 4
LOC105180899,-0.238307885,8.55447959,0.487036747,0.655312975,aminopeptidase N isoform X1
LOC105189567,1.5981378,-1.596760402,0.487088524,0.655312975,protein Fer3
LOC105189092,-0.454740724,-0.98575201,0.487132034,0.655312975,uncharacterized protein LOC105189092
LOC105190259,0.239990024,3.250923719,0.487160515,0.655312975,"peptidyl-tRNA hydrolase 2, mitochondrial"
LOC105192218,-0.202135961,4.769926242,0.487427288,0.655602137,thioredoxin-related transmembrane protein 2 homolog isoform X1
LOC105190579,0.431771717,0.473763981,0.487824,0.656065989,retinol dehydrogenase 13
LOC105182505,0.175379762,8.913710151,0.487983306,0.656210494,14-3-3 protein zeta isoform X1
LOC105187645,-0.171693717,5.920339396,0.488057003,0.65623986,transmembrane protein 183 isoform X1
LOC105189225,0.926806027,-1.601299071,0.488144308,0.656287514,uncharacterized protein LOC105189225
LOC112590186,0.302469183,2.160000808,0.488543006,0.656753766,uncharacterized protein LOC112590186 isoform X2
LOC105187408,0.315775213,0.276472523,0.488645319,0.656821528,pigment-dispersing hormone peptides isoform X1
LOC112590600,0.754904728,-1.568238867,0.488786262,0.656882834,uncharacterized protein LOC112590600
LOC105184884,0.306932082,1.71326914,0.488852541,0.656882834,uncharacterized protein LOC105184884
LOC105181546,-0.204629474,4.720224102,0.488908877,0.656882834,GATOR complex protein NPRL2
LOC105182776,1.635431659,-1.608978813,0.488934787,0.656882834,kelch-like protein 10
LOC105191122,-0.297415907,1.414513309,0.488950483,0.656882834,SCY1-like protein 2 isoform X2
LOC105183163,-0.166319337,5.728342098,0.489143502,0.657072386,uncharacterized protein LOC105183163
LOC105182280,-0.201098907,6.163357586,0.48925914,0.657157962,uncharacterized protein At4g17910
LOC105185356,-0.377110095,2.321611929,0.489460298,0.657258984,"aminomethyltransferase, mitochondrial"
LOC105184771,0.312001267,1.553298646,0.489494437,0.657258984,dynein regulatory complex subunit 2
LOC105181647,0.187635035,6.933468654,0.489538949,0.657258984,40S ribosomal protein S20
LOC105187828,-0.276415492,4.17526137,0.489542115,0.657258984,homeotic protein distal-less isoform X4
LOC105187302,0.225357658,4.60865592,0.4897251,0.657434905,odorant receptor Or2
LOC105189954,-0.380834492,5.389219346,0.489827405,0.657502491,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha isoform X1
LOC105185148,-0.169097069,7.700044521,0.489880641,0.657504203,uncharacterized protein LOC105185148 isoform X1
LOC112588648,0.988763432,-1.617654101,0.490170372,0.657728538,uncharacterized protein LOC112588648 isoform X2
LOC105186948,0.734675611,0.772407167,0.490175725,0.657728538,cyclin-dependent kinase inhibitor 1 isoform X2
LOC105187415,-0.164237486,6.864694292,0.49022371,0.657728538,protein KRI1 homolog
LOC105181961,1.240065807,-1.667058836,0.490255696,0.657728538,ejaculatory bulb-specific protein 3
LOC105192118,-0.319622542,3.665740722,0.490603164,0.658124928,chitinase-3-like protein 1
LOC105185964,0.171665981,8.34105883,0.49077464,0.65828517,eukaryotic translation initiation factor 3 subunit B
LOC105184315,-0.153495478,6.546059418,0.490915189,0.6584039,integrin-linked protein kinase homolog pat-4
LOC105190206,0.190936002,4.950445419,0.491027688,0.658482327,adenylyltransferase and sulfurtransferase MOCS3 isoform X2
LOC105187335,-0.155341085,6.347204343,0.49107774,0.658482327,sorting nexin-25
LOC105183647,-0.243659378,4.665900287,0.491162103,0.658525667,H/ACA ribonucleoprotein complex subunit 2-like protein isoform X1
LOC105184262,-0.175110497,8.62926394,0.49153527,0.658956172,T-complex protein 1 subunit gamma
LOC105181548,-0.166775492,5.869710744,0.491720931,0.65913524,cyclin-A2 isoform X2
LOC105180559,0.353787125,0.764424383,0.491926951,0.659341557,EF-hand domain-containing family member C2
LOC105186167,0.972123259,-1.614153459,0.492022876,0.659400283,NPC intracellular cholesterol transporter 2 homolog a
LOC105187771,-0.476360893,1.689287237,0.492319244,0.659727598,uncharacterized protein LOC105187771
LOC105181202,-0.206962819,4.34901097,0.492437214,0.65981581,zinc finger protein 778-like
LOC105187983,0.193246482,9.287139356,0.4926549,0.659934722,myotubularin-related protein 3 isoform X2
LOC105187317,-0.184416326,6.299228473,0.492691605,0.659934722,WD repeat-containing protein 19 isoform X1
LOC105188082,-0.356805162,1.671205933,0.492734217,0.659934722,uncharacterized protein LOC105188082
LOC105190810,0.17501692,8.196048124,0.492750217,0.659934722,RNA-binding protein squid isoform X2
LOC105184195,-0.309139776,4.806630014,0.492791358,0.659934722,E3 ubiquitin-protein ligase synoviolin A
LOC105185516,0.362589729,0.898613394,0.492838875,0.659934722,NAD(P)H-hydrate epimerase
LOC112588705,0.77580887,-1.573399939,0.493023341,0.660111878,uncharacterized protein LOC112588705
LOC105190666,-0.279574176,7.368006389,0.493080615,0.660118716,uncharacterized protein LOC105190666
LOC105192415,-0.153297295,6.632471406,0.49330258,0.660326519,uncharacterized protein LOC105192415
LOC105191611,-1.267177208,-1.530119413,0.493340202,0.660326519,uncharacterized protein LOC105191611
LOC105191324,0.722423129,-0.696450186,0.49422496,0.661440788,elongation of very long chain fatty acids protein AAEL008004
LOC109503864,1.796464543,-1.531551407,0.494307758,0.661481638,odorant receptor 67b-like
LOC105189032,0.159587403,6.845840959,0.495641736,0.663196629,centromere/kinetochore protein zw10 homolog isoform X1
LOC112590046,-1.211196592,-1.550094171,0.496074182,0.663705085,protein ALP1-like
LOC105186182,-0.515774372,2.334061181,0.496257383,0.663880001,uncharacterized protein LOC105186182
LOC105186290,0.196797979,5.149659714,0.496330359,0.663907438,palmitoyltransferase ZDHHC23
LOC105183232,-0.174933457,8.164351868,0.496480292,0.66403645,uncharacterized protein LOC105183232
LOC105180624,-0.221940959,3.568169817,0.49653176,0.66403645,zinc finger protein 271-like
LOC105182460,-0.204226771,5.522288936,0.496755647,0.664265662,cysteine-rich hydrophobic domain-containing protein 2
LOC105189477,1.598456946,-1.504118192,0.49688168,0.664363988,sensory neuron membrane protein 1-like
LOC105190002,0.844026112,-1.171732838,0.496945487,0.664379101,cytochrome P450 9e2
LOC105183888,0.744409822,-1.563081879,0.497034512,0.664427923,"uncharacterized protein LOC105183888, partial"
LOC112588672,1.011360386,-1.615213143,0.497118101,0.664469468,histone-lysine N-methyltransferase SETMAR-like
LOC105189840,-0.196303392,5.039410888,0.497550596,0.664977317,mitochondrial inner membrane protease ATP23 homolog
LOC105190706,0.170814762,7.205932156,0.498380085,0.665977444,protein outspread isoform X3
LOC105189309,-0.292259319,7.68555919,0.498416174,0.665977444,sterol O-acyltransferase 1
LOC105183662,-0.204399767,4.658181917,0.498456802,0.665977444,growth hormone-regulated TBC protein 1-A isoform X2
LOC105184546,-0.189428736,8.953218125,0.498696819,0.666227782,phosphatidate phosphatase LPIN3 isoform X3
LOC105184013,0.155470697,5.831827901,0.499019168,0.666588046,mediator of RNA polymerase II transcription subunit 28 isoform X1
LOC112588436,0.23540104,3.597724921,0.499658005,0.667289968,uncharacterized protein LOC112588436
LOC105187859,0.196492204,4.578488343,0.499715809,0.667289968,importin subunit alpha-9
LOC112589989,0.98277175,-0.770450633,0.499780278,0.667289968,uncharacterized protein LOC112589989
LOC105191154,-0.183795556,8.000091221,0.499870238,0.667289968,probable serine/threonine-protein kinase nek3
LOC105191561,-0.17010554,5.562516706,0.499916243,0.667289968,etoposide-induced protein 2.4 homolog
LOC105188147,0.315295251,1.736378694,0.499917214,0.667289968,"dynein heavy chain 10, axonemal"
LOC105186522,-0.18286924,7.702408641,0.499939139,0.667289968,"threonine--tRNA ligase, cytoplasmic isoform X2"
LOC105186322,-0.173111854,11.00872407,0.499966507,0.667289968,tubulin beta-1 chain
LOC105192442,-0.179386958,10.10799186,0.500218058,0.667535437,vigilin
LOC105187675,-0.196073794,4.503643407,0.500255942,0.667535437,protein suppressor of forked
LOC105183466,-0.163260755,5.687372916,0.500308684,0.667535437,cytosolic Fe-S cluster assembly factor NUBP1 homolog
LOC112589106,0.270237131,1.507571094,0.500531687,0.667762569,uncharacterized protein LOC112589106
LOC105187592,-0.163117541,5.92232448,0.500629475,0.667822621,N-acetylglucosamine-6-phosphate deacetylase isoform X1
LOC105181317,-0.204062485,5.329048933,0.501018427,0.668271021,anoctamin-4 isoform X2
LOC105186737,-0.155600871,6.128569425,0.501202525,0.668403936,uncharacterized protein LOC105186737
LOC105182296,0.551622362,0.022347669,0.501223719,0.668403936,odorant receptor 82a
LOC105187916,-0.164759713,7.894527166,0.501339459,0.66848783,protein D2 isoform X2
LOC105190203,-0.174674987,5.672258384,0.50193695,0.66921401,probable small nuclear ribonucleoprotein Sm D2 isoform X1
LOC105184795,-0.172861485,6.613521152,0.502158435,0.669404652,polyadenylate-binding protein-interacting protein 2
LOC105189701,-0.214383466,4.026665846,0.50218574,0.669404652,cell division cycle protein 123 isoform X2
LOC112590175,-0.801284553,-0.352222439,0.502258907,0.669431663,fatty acid synthase-like
LOC105183911,0.156805075,6.444434758,0.502314122,0.669432436,uncharacterized protein LOC105183911
LOC105186122,-0.411444167,1.257814342,0.502365292,0.669432436,sodium-dependent nutrient amino acid transporter 1 isoform X1
LOC105181300,-0.210647773,3.859490285,0.502556848,0.669547461,Bardet-Biedl syndrome 1 protein homolog
LOC105181200,-0.1748412,7.667412324,0.502603913,0.669547461,integrator complex subunit 3 isoform X1
LOC105187161,-0.158484286,7.511827878,0.502610347,0.669547461,"ribonuclease Z, mitochondrial isoform X1"
LOC105180738,0.25951345,4.597884432,0.50272556,0.669630447,transmembrane protein 181
LOC105190605,0.175586789,9.188904535,0.502880326,0.669766093,trichohyalin isoform X4
LOC105183703,0.163330029,8.032886923,0.503108002,0.669998806,zinc finger CCCH domain-containing protein 13 isoform X2
LOC105184860,0.349516119,1.113603785,0.503754558,0.670789243,lysyl oxidase homolog 3
LOC105191224,0.16463903,7.32238631,0.503908223,0.670923259,LOW QUALITY PROTEIN: splicing factor 3B subunit 1
LOC112589736,-0.202589712,4.606215978,0.504140928,0.671162473,uncharacterized protein LOC112589736
LOC112590415,0.814943332,-0.32784603,0.504347401,0.671296521,uncharacterized protein LOC112590415 isoform X1
LOC105189533,0.237574684,3.524124251,0.504347718,0.671296521,"DNA-directed RNA polymerases I, II, and III subunit RPABC5"
LOC112589263,-0.252123497,2.554206687,0.50452305,0.671459264,"protein PET117 homolog, mitochondrial-like"
LOC105181904,0.160600224,7.643523717,0.504778131,0.671699257,lysosomal alpha-glucosidase
LOC105189676,0.267446387,2.962426352,0.504809541,0.671699257,transmembrane protein 203
LOC105180518,0.229465975,4.624656027,0.505152067,0.672038916,protein FAM50 homolog
LOC105187952,0.493724917,-0.288566499,0.505175144,0.672038916,putative fatty acyl-CoA reductase CG5065 isoform X1
LOC105184671,-0.206961888,4.342782111,0.505224136,0.672038916,NAD-dependent protein deacylase Sirt4 isoform X1
LOC105191954,-1.411810162,-1.469909774,0.505419583,0.672200399,pro-corazonin
LOC105186506,0.353173977,3.084710981,0.505451778,0.672200399,LIM/homeobox protein Lhx3 isoform X1
LOC109504478,0.287096111,1.884462744,0.505564264,0.672251002,"protein PET100 homolog, mitochondrial"
LOC105188465,0.149688078,6.216718841,0.505596079,0.672251002,histone chaperone asf1
LOC105189831,-0.495237566,1.497437037,0.506267345,0.673072807,neprilysin-11 isoform X2
LOC105191909,0.217136519,5.027084033,0.506722587,0.673607272,PXMP2/4 family protein 3
LOC109504554,0.206849207,3.500256714,0.506968873,0.673863877,uncharacterized protein C12orf73 homolog
LOC105182954,-0.1892864,5.520640773,0.50709006,0.673954166,glutathione synthetase-like isoform X1
LOC112590359,0.596641109,-0.605801379,0.507947662,0.675023075,insulin-like growth factor 2 mRNA-binding protein 3-A
LOC105192433,-0.165741803,6.21823103,0.508135357,0.675201597,putative sodium-coupled neutral amino acid transporter 10 isoform X1
LOC105189046,-0.167296156,7.339119189,0.508706046,0.675888944,U11/U12 small nuclear ribonucleoprotein 59 kDa protein
LOC105189399,-0.278236308,1.363916135,0.50968195,0.677114477,uncharacterized protein LOC105189399
LOC105186393,-0.523019623,-0.15305257,0.509755858,0.677141573,serine protease inhibitor dipetalogastin
LOC105185400,-0.193523386,5.157107456,0.509917204,0.677284802,uncharacterized protein LOC105185400 isoform X2
LOC105192658,-0.16573204,8.552257641,0.510269884,0.677682107,enolase
